,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_2,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_7,killsplayer_8,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_3,assistsplayer_8,baron_team100,deathsplayer_10,deathsplayer_3,killsplayer_5,killsplayer_9,riftherald_team200,assistsplayer_4,dragon_team200,killsplayer_0,killsplayer_6,baron_team200,inhibs_lost_team100,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200,time
6,1.0,4.0,1.0,2.0,1.0,1.0,1.0,910.0,855.0,57.0,521.0,873.0,448.0,605.0,746.0,1193.0,864.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,52.0,0.0,0.0,0.0,4.0,52.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,8.0,6.0,8.0,8.0,7.0,5.0,8.0,7.0,7.0,6.0,168.0,385.0,2127.0,229.0,394.0,583.0,2454.0,307.0,1485.0,0.0,52.0,22.0,17.0,81.0,69.0,14.0,65.0,3.0,52.0,65.0,1129.0,1196.0,722.0,1114.0,2852.0,914.0,1399.0,1875.0,627.0,3362.0,0.0,0.0,20624.0,17650.0,287479.0,45651.0,27097.0,14638.0,56352.0,218643.0,34718.0,1188.0,600146.0,1577.0,1751.0,3014.0,1614.0,3247.0,1619.0,4122.0,2214.0,2246.0,3362.0,2960.0,2605.0,3617.0,3261.0,3998.0,2598.0,3230.0,3871.0,3848.0,3439.0,9.0,9.0,279.0,170.0,164.0,270.0,0.0,122.0,268.0,32.0,134.0,0.0,9.0,140.0,5.0,18.0,65.0,43.0,93.0,17.0,4.0,13.0,200.0,4131.0,3024.0,4264.0,4341.0,3355.0,2304.0,4774.0,3669.0,4011.0,2958.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,7,5,20,30,52,60,5,7,36,34,3501,4631,233,207,6731,8459,395489,328551,11071,13695,16434,16993,835,604,140,267,5,10,18395,18436,10
7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,286.0,974.0,911.0,1529.0,778.0,94.0,161.0,55.0,664.0,1172.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,8.0,6.0,7.0,8.0,7.0,6.0,8.0,8.0,9.0,6.0,193.0,862.0,1266.0,2088.0,179.0,591.0,2163.0,0.0,591.0,0.0,66.0,1.0,4.0,67.0,64.0,4.0,69.0,1.0,86.0,75.0,2043.0,496.0,579.0,270.0,855.0,363.0,231.0,1877.0,1491.0,1595.0,1.0,0.0,37955.0,5555.0,188589.0,28541.0,1188.0,34224.0,81798.0,142301.0,44353.0,4789.0,600201.0,2623.0,1488.0,1913.0,2388.0,1034.0,1015.0,2394.0,2191.0,2525.0,1595.0,3431.0,2259.0,3686.0,3284.0,3178.0,2419.0,3236.0,3530.0,3589.0,3047.0,8.0,2.0,386.0,130.0,68.0,30.0,0.0,60.0,0.0,314.0,442.0,0.0,8.0,15.0,2.0,11.0,9.0,92.0,9.0,5.0,8.0,10.0,200.0,4247.0,2444.0,3766.0,4492.0,3555.0,2471.0,4137.0,4126.0,5142.0,2745.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,62.0,3,6,20,20,60,68,6,3,36,37,4317,3616,205,232,4110,5690,290497,278796,8973,10193,15998,15661,544,886,122,47,10,0,18531,18594,10
8,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1577.0,345.0,1801.0,611.0,1085.0,528.0,349.0,1297.0,234.0,726.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,52.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,7.0,5.0,6.0,7.0,8.0,5.0,7.0,6.0,8.0,7.0,164.0,1088.0,1321.0,1813.0,53.0,1199.0,826.0,217.0,2984.0,142.0,50.0,10.0,0.0,65.0,84.0,9.0,64.0,3.0,62.0,63.0,2987.0,416.0,399.0,711.0,1026.0,981.0,2737.0,1633.0,1466.0,241.0,2.0,0.0,92449.0,48294.0,223146.0,12589.0,5352.0,30585.0,34717.0,196829.0,24185.0,6407.0,600186.0,3653.0,1505.0,1841.0,2524.0,1079.0,2313.0,3799.0,2131.0,4450.0,384.0,3177.0,2245.0,3176.0,3391.0,3561.0,2728.0,3099.0,3372.0,3429.0,2751.0,2.0,3.0,501.0,0.0,121.0,0.0,0.0,132.0,235.0,280.0,0.0,0.0,7.0,16.0,8.0,8.0,8.0,27.0,5.0,5.0,9.0,8.0,100.0,3475.0,2036.0,3034.0,4050.0,4163.0,1796.0,4009.0,3062.0,4405.0,3616.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,6,20,20,51,56,6,4,33,33,4550,5257,208,202,6104,6493,364121,310432,11410,12269,16033,14896,754,515,58,43,11,3,16518,17128,10
9,2.0,4.0,5.0,3.0,0.0,2.0,3.0,922.0,213.0,2068.0,1340.0,1683.0,639.0,388.0,33.0,435.0,453.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,58.0,1.0,0.0,4.0,0.0,0.0,3.0,5.0,1.0,3.0,8.0,4.0,7.0,8.0,7.0,6.0,7.0,6.0,8.0,7.0,340.0,217.0,1022.0,2617.0,1333.0,527.0,992.0,2364.0,538.0,0.0,55.0,2.0,7.0,68.0,74.0,15.0,48.0,4.0,76.0,62.0,4454.0,1761.0,345.0,194.0,4463.0,691.0,993.0,442.0,4460.0,2316.0,0.0,1.0,73726.0,25375.0,239144.0,78797.0,7045.0,21342.0,7111.0,69671.0,858.0,7300.0,600211.0,5622.0,2779.0,1564.0,2811.0,5796.0,1439.0,3376.0,3190.0,5277.0,2496.0,4307.0,2663.0,3443.0,4255.0,4958.0,2839.0,2538.0,3258.0,4255.0,3353.0,0.0,8.0,827.0,800.0,196.0,0.0,0.0,220.0,1390.0,382.0,277.0,179.0,5.0,10.0,3.0,1.0,6.0,20.0,4.0,38.0,48.0,8.0,100.0,4382.0,1488.0,3394.0,4411.0,3779.0,2488.0,3544.0,3095.0,4157.0,3453.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5,13,20,30,53,59,13,5,36,32,5839,4111,219,192,10147,9972,420054,110315,17232,17118,19802,16067,1243,3028,35,108,16,9,18454,15737,10
10,2.0,0.0,5.0,3.0,0.0,1.0,1.0,128.0,136.0,156.0,700.0,1059.0,578.0,249.0,185.0,360.0,21.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,4.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0,5.0,684.0,461.0,750.0,1911.0,579.0,1920.0,906.0,1557.0,0.0,678.0,62.0,13.0,0.0,51.0,74.0,5.0,64.0,6.0,66.0,37.0,830.0,366.0,2695.0,293.0,2764.0,576.0,147.0,276.0,2663.0,964.0,1.0,0.0,86016.0,16427.0,156583.0,18235.0,34546.0,67837.0,54318.0,252959.0,34587.0,0.0,600175.0,1606.0,828.0,3819.0,2204.0,3343.0,2719.0,1054.0,1995.0,2855.0,1643.0,2978.0,2386.0,3656.0,2595.0,4409.0,3128.0,2749.0,3095.0,3440.0,2451.0,0.0,9.0,91.0,0.0,372.0,0.0,0.0,222.0,0.0,162.0,192.0,0.0,149.0,26.0,14.0,10.0,16.0,31.0,4.0,4.0,4.0,7.0,100.0,4005.0,2036.0,3011.0,3876.0,3120.0,2878.0,4046.0,3173.0,4370.0,1822.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2,7,30,20,52,56,7,2,32,31,5844,3602,192,186,7158,4416,363217,358291,13691,8375,16766,14121,685,354,220,45,14,3,16890,15447,10
11,1.0,2.0,1.0,5.0,2.0,0.0,0.0,41.0,156.0,113.0,370.0,177.0,2032.0,45.0,187.0,141.0,289.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,3.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,32.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,1342.0,1507.0,136.0,391.0,549.0,2732.0,2863.0,0.0,409.0,780.0,35.0,1.0,80.0,79.0,13.0,1.0,46.0,1.0,61.0,85.0,986.0,359.0,3630.0,980.0,362.0,1034.0,1477.0,1945.0,1312.0,1797.0,1.0,1.0,54887.0,127078.0,32791.0,0.0,70425.0,248513.0,17008.0,68445.0,6772.0,0.0,600184.0,2329.0,1867.0,3919.0,1372.0,911.0,3852.0,4653.0,2652.0,1721.0,2578.0,3016.0,2441.0,4863.0,3270.0,2152.0,4232.0,2795.0,2962.0,2731.0,3989.0,0.0,7.0,0.0,0.0,152.0,0.0,0.0,86.0,312.0,707.0,0.0,0.0,163.0,17.0,3.0,7.0,13.0,2.0,37.0,2.0,6.0,6.0,100.0,3073.0,2974.0,4755.0,3004.0,2561.0,3980.0,3814.0,2660.0,3416.0,3367.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,20,30,68,32,9,4,33,33,5150,5559,208,194,6992,6890,406616,219303,12383,13471,17533,14918,238,1019,188,68,9,4,17373,16231,10
12,0.0,0.0,2.0,2.0,1.0,2.0,2.0,705.0,1002.0,908.0,1165.0,322.0,104.0,378.0,146.0,1825.0,970.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,53.0,0.0,4.0,0.0,0.0,75.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,8.0,8.0,7.0,8.0,6.0,5.0,7.0,8.0,7.0,6.0,0.0,1081.0,1230.0,59.0,491.0,788.0,3396.0,215.0,464.0,1552.0,56.0,83.0,3.0,79.0,66.0,1.0,41.0,1.0,76.0,1.0,3355.0,276.0,296.0,312.0,1529.0,342.0,1376.0,1983.0,2520.0,297.0,2.0,0.0,28612.0,18889.0,132364.0,52549.0,0.0,34983.0,155253.0,319315.0,171315.0,66625.0,600192.0,3473.0,1357.0,1710.0,371.0,2020.0,1208.0,4813.0,2342.0,2985.0,1849.0,3880.0,3442.0,3733.0,3020.0,3072.0,2129.0,2828.0,4021.0,3725.0,2420.0,2.0,10.0,118.0,0.0,183.0,0.0,0.0,78.0,40.0,142.0,0.0,0.0,11.0,12.0,4.0,18.0,11.0,29.0,9.0,5.0,8.0,23.0,100.0,4272.0,5025.0,3412.0,4824.0,2757.0,2307.0,3434.0,4187.0,3355.0,2899.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5,5,20,30,57,75,5,5,34,36,2568,6708,205,202,5834,6452,248508,731397,8782,13346,15834,16436,379,182,73,57,6,5,17572,18900,10
13,0.0,5.0,2.0,0.0,1.0,4.0,1.0,1802.0,92.0,449.0,84.0,572.0,100.0,130.0,1153.0,330.0,1158.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,44.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,7.0,5.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,297.0,1120.0,2069.0,307.0,241.0,1884.0,2669.0,141.0,3103.0,233.0,53.0,5.0,5.0,66.0,57.0,3.0,61.0,2.0,48.0,75.0,4058.0,404.0,528.0,1787.0,92.0,485.0,1403.0,2669.0,507.0,1676.0,1.0,1.0,68453.0,27940.0,171919.0,5085.0,107086.0,52006.0,63262.0,61185.0,51372.0,3137.0,600191.0,4863.0,1525.0,2704.0,2245.0,334.0,2511.0,4422.0,2922.0,3796.0,1910.0,3577.0,2352.0,2814.0,3199.0,2682.0,2155.0,3455.0,4103.0,3370.0,3658.0,8.0,1.0,507.0,0.0,106.0,150.0,0.0,141.0,349.0,112.0,185.0,0.0,7.0,20.0,5.0,8.0,10.0,38.0,8.0,1.0,7.0,5.0,200.0,3573.0,1747.0,2860.0,3541.0,3195.0,1302.0,3917.0,3821.0,3558.0,3877.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,4.0,8,4,30,20,48,60,4,8,31,33,4798,7266,184,191,6950,6659,404549,206896,12657,14575,14427,16938,904,646,68,41,3,16,14471,16920,10
14,0.0,4.0,7.0,7.0,0.0,4.0,4.0,1041.0,1071.0,609.0,75.0,1146.0,516.0,40.0,-152.0,1136.0,374.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,8.0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,426.0,1508.0,5137.0,3343.0,59.0,1362.0,3120.0,0.0,2738.0,0.0,62.0,14.0,31.0,59.0,67.0,10.0,47.0,6.0,49.0,65.0,1667.0,681.0,244.0,948.0,2754.0,1191.0,1562.0,1624.0,1228.0,3474.0,0.0,1.0,36962.0,42511.0,71351.0,57186.0,34225.0,91285.0,61339.0,113589.0,111130.0,61737.0,600214.0,2542.0,2189.0,5445.0,4584.0,2814.0,2722.0,4923.0,1668.0,4285.0,3474.0,4041.0,3046.0,4834.0,4560.0,4596.0,2691.0,2800.0,3748.0,4256.0,3299.0,2.0,5.0,447.0,0.0,64.0,292.0,0.0,168.0,240.0,44.0,318.0,0.0,8.0,18.0,3.0,3.0,8.0,16.0,38.0,6.0,7.0,38.0,100.0,4276.0,2617.0,5193.0,4747.0,3074.0,2508.0,3298.0,3345.0,3288.0,2900.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,8,15,20,20,57,50,15,8,37,33,10327,7366,229,181,6804,8569,291009,390306,18107,16539,20722,17149,971,602,38,107,22,13,19798,15448,10
15,1.0,4.0,2.0,2.0,4.0,4.0,2.0,533.0,321.0,1101.0,900.0,700.0,814.0,251.0,1295.0,1056.0,325.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,4.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,7.0,5.0,6.0,8.0,7.0,5.0,7.0,7.0,7.0,6.0,2140.0,2297.0,234.0,1733.0,380.0,1672.0,1738.0,138.0,258.0,0.0,54.0,1.0,1.0,60.0,79.0,5.0,53.0,6.0,59.0,65.0,2105.0,386.0,1350.0,671.0,3094.0,292.0,1192.0,2671.0,3132.0,1461.0,0.0,0.0,55019.0,21041.0,156904.0,13705.0,4195.0,59513.0,72073.0,126308.0,0.0,1750.0,600184.0,4246.0,2788.0,1677.0,2522.0,3474.0,1990.0,2931.0,3053.0,3418.0,1511.0,3308.0,2671.0,3251.0,3115.0,4200.0,2739.0,3236.0,4345.0,3701.0,3275.0,10.0,6.0,0.0,104.0,92.0,118.0,0.0,26.0,0.0,242.0,28.0,50.0,265.0,34.0,8.0,11.0,9.0,20.0,6.0,6.0,30.0,10.0,200.0,3982.0,2003.0,2747.0,4504.0,3766.0,2145.0,3961.0,3730.0,3643.0,2749.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,9,9,20,30,45,47,9,8,33,32,6159,4431,199,184,7512,8842,289336,221172,13909,13701,16613,17228,236,424,313,86,6,15,17144,16086,10
16,1.0,7.0,4.0,2.0,1.0,2.0,2.0,730.0,181.0,2233.0,291.0,234.0,465.0,653.0,766.0,125.0,90.0,1.0,1.0,4.0,3.0,7.0,3.0,0.0,1.0,2.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,6.0,2685.0,1480.0,825.0,289.0,152.0,2924.0,2836.0,0.0,2608.0,454.0,58.0,15.0,14.0,73.0,47.0,11.0,7.0,9.0,67.0,67.0,1360.0,701.0,3723.0,2846.0,2913.0,218.0,821.0,1506.0,286.0,5842.0,2.0,0.0,45746.0,37837.0,269179.0,41022.0,215208.0,47026.0,168239.0,114953.0,56775.0,50276.0,600202.0,4264.0,2394.0,4754.0,3306.0,3065.0,3380.0,3657.0,1506.0,2894.0,6297.0,4530.0,3006.0,4333.0,3321.0,2934.0,2940.0,2353.0,3191.0,3030.0,5365.0,1.0,8.0,218.0,212.0,206.0,170.0,0.0,238.0,0.0,0.0,0.0,0.0,40.0,19.0,15.0,10.0,7.0,20.0,1.0,11.0,11.0,8.0,100.0,3851.0,2814.0,3793.0,3995.0,3057.0,2309.0,1876.0,3162.0,4125.0,3083.0,1.0,3.0,1.0,2.0,1.0,3.0,6.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,10,13,20,20,40,50,13,10,32,31,6875,7378,203,165,11060,9156,618181,428080,18769,16748,18058,16945,832,212,92,50,10,15,17005,15060,10
17,0.0,3.0,0.0,0.0,2.0,4.0,1.0,81.0,695.0,1026.0,556.0,1157.0,683.0,23.0,48.0,384.0,503.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,5.0,7.0,8.0,6.0,6.0,9.0,7.0,8.0,6.0,703.0,1335.0,479.0,294.0,132.0,206.0,2012.0,0.0,1999.0,21.0,65.0,2.0,5.0,74.0,73.0,14.0,58.0,3.0,64.0,59.0,2783.0,437.0,184.0,1079.0,3123.0,41.0,2354.0,1821.0,524.0,2114.0,1.0,0.0,213884.0,50038.0,36610.0,33229.0,7133.0,13178.0,120694.0,115114.0,29533.0,8982.0,600222.0,3486.0,1824.0,743.0,1458.0,3256.0,248.0,4482.0,1986.0,2670.0,2335.0,3156.0,2295.0,3026.0,3006.0,3807.0,2108.0,3698.0,4248.0,3489.0,3753.0,2.0,8.0,0.0,52.0,80.0,83.0,0.0,0.0,115.0,165.0,146.0,200.0,9.0,29.0,70.0,5.0,10.0,19.0,142.0,11.0,9.0,12.0,100.0,3982.0,2051.0,3337.0,4472.0,2997.0,2507.0,5052.0,4010.0,4060.0,2495.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,10,2,30,30,56,64,2,10,34,35,1814,5367,231,186,7210,7250,304034,324361,9191,13297,15103,17483,163,678,113,203,0,11,17295,17668,10
18,0.0,1.0,2.0,2.0,2.0,2.0,0.0,471.0,851.0,218.0,419.0,835.0,443.0,574.0,875.0,456.0,500.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0,492.0,350.0,43.0,1009.0,190.0,714.0,0.0,155.0,323.0,1440.0,48.0,12.0,4.0,58.0,87.0,2.0,78.0,1.0,77.0,63.0,1914.0,181.0,846.0,333.0,3504.0,43.0,2334.0,1637.0,3089.0,85.0,0.0,0.0,22128.0,9646.0,54832.0,5548.0,4424.0,32436.0,85944.0,173121.0,62325.0,102605.0,600179.0,2535.0,531.0,938.0,1513.0,3695.0,888.0,2621.0,1840.0,3544.0,1526.0,2871.0,2201.0,2658.0,2719.0,3885.0,2478.0,3924.0,3815.0,3971.0,3260.0,10.0,0.0,128.0,0.0,48.0,170.0,0.0,130.0,286.0,48.0,130.0,0.0,7.0,26.0,1.0,8.0,10.0,23.0,9.0,12.0,13.0,9.0,200.0,3143.0,2463.0,3096.0,3849.0,3474.0,2675.0,4595.0,3922.0,4747.0,3245.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,5,4,20,20,40,70,4,5,32,36,2448,2268,199,231,6640,7326,119368,433641,9569,10062,14611,17171,476,464,49,69,5,5,16237,18972,10
