,match
6321,NA1_3746776819
6322,NA1_3746739903
6323,NA1_4062227259
6324,NA1_4055309271
6325,NA1_4055305575
6326,NA1_4054901527
6327,NA1_4054839625
6328,NA1_4053567806
6329,NA1_4053565935
6330,NA1_4053522669
6331,NA1_3995416590
6332,NA1_3930789996
6333,NA1_3925997008
6334,NA1_3926004800
6335,NA1_3925983417
6336,NA1_3925981542
6337,NA1_3925955781
6338,NA1_3925914726
6339,NA1_3925902072
6340,NA1_3925849728
6341,NA1_3925826527
6342,NA1_3925881647
6343,NA1_3925777291
6344,NA1_3925801515
6345,NA1_3925553644
6346,NA1_3924898934
6347,NA1_3924866105
6348,NA1_3924853073
6349,NA1_3924851559
6350,NA1_3924838729
6351,NA1_3924352795
6352,NA1_3924325561
6353,NA1_3924340341
6354,NA1_3924257286
6355,NA1_3924209164
6356,NA1_3924164920
6357,NA1_3924098706
6358,NA1_3924102612
6359,NA1_3924068739
6360,NA1_3923804132
6361,NA1_3923769327
6362,NA1_3923761765
6363,NA1_3922627151
6364,NA1_3922569489
6365,NA1_3922573431
6366,NA1_3922488444
6367,NA1_3922483376
6368,NA1_3922408144
6369,NA1_3922431543
6370,NA1_3922336494
6371,NA1_3921633695
6372,NA1_3921565244
6373,NA1_3921560396
6374,NA1_3921505750
6375,NA1_3921523970
6376,NA1_3921500245
6377,NA1_3921434565
6378,NA1_3921470945
6379,NA1_3921347071
6380,NA1_3921393844
6381,NA1_3921350034
6382,NA1_3921327326
6383,NA1_3921333214
6384,NA1_3919847161
6385,NA1_3919843313
6386,NA1_3919842147
6387,NA1_3919799329
6388,NA1_3919758152
6389,NA1_3919775818
6390,NA1_3919783915
6391,NA1_3919762194
6392,NA1_3919760353
6393,NA1_3919668952
6394,NA1_3919675689
6395,NA1_3919702581
6396,NA1_3919690913
6397,NA1_3919608521
6398,NA1_3919481692
6399,NA1_3919385912
6400,NA1_3919380922
6401,NA1_3919360988
6402,NA1_3919293110
6403,NA1_3919185826
6404,NA1_3919191166
6405,NA1_3919065803
6406,NA1_3919004015
6407,NA1_3918918187
6408,NA1_3918865674
6409,NA1_3918728539
6410,NA1_3918724916
6411,NA1_3918752325
6412,NA1_3917690153
6413,NA1_3917567668
6414,NA1_3917563119
6415,NA1_3917527241
6416,NA1_3917543733
6417,NA1_3917520238
6418,NA1_3917447548
6419,NA1_3917441998
6420,NA1_3917346376
6421,NA1_3917285369
6422,NA1_3917249297
6423,
6424,
6425,NA1_4088201092
6426,NA1_4086633589
6427,NA1_4086594319
6428,NA1_4083963208
6429,NA1_4083948858
6430,NA1_4081460688
6431,NA1_4081377168
6432,NA1_4081423248
6433,NA1_4081421512
6434,NA1_4079976934
6435,NA1_4080002137
6436,NA1_4079956910
6437,NA1_4079912899
6438,NA1_4079878030
6439,NA1_4046440927
6440,NA1_4046403332
6441,NA1_4046309479
6442,NA1_4046342818
6443,NA1_4015271416
6444,NA1_4009635509
6445,NA1_4006683194
6446,NA1_3984144473
6447,NA1_3984132547
6448,NA1_3983989056
6449,NA1_3975251451
6450,NA1_3905830676
6451,NA1_3905830514
6452,NA1_3904194328
6453,NA1_3904139506
6454,NA1_3904124902
6455,NA1_3904077146
6456,NA1_3894418170
6457,NA1_3894411794
6458,NA1_3894275630
6459,NA1_3894240496
6460,NA1_3894093295
6461,NA1_3876711709
6462,NA1_3876569164
6463,NA1_3876576185
6464,NA1_3876499271
6465,NA1_3869407324
6466,NA1_3921051616
6467,NA1_3921051335
6468,NA1_3921051052
6469,NA1_3904412020
6470,NA1_3904375484
6471,NA1_3904319042
6472,NA1_3903802345
6473,NA1_3904295692
6474,NA1_3903802099
6475,NA1_3900397024
6476,NA1_3900372106
6477,NA1_3900335722
6478,NA1_3900269648
6479,NA1_3900266945
6480,NA1_3898846758
6481,NA1_3886835797
6482,NA1_3886726265
6483,NA1_3886496852
6484,NA1_3886552320
6485,NA1_3886468130
6486,NA1_3886441975
6487,NA1_3886366571
6488,NA1_3886372684
6489,NA1_3886318102
6490,NA1_3885401714
6491,NA1_3885321357
6492,NA1_3885254363
6493,NA1_3885162183
6494,NA1_3885096550
6495,NA1_3885140325
6496,NA1_3885054724
6497,NA1_3885008821
6498,NA1_3884172751
6499,NA1_3884149958
6500,NA1_3883403148
6501,NA1_3883373257
6502,NA1_3883373221
6503,NA1_3883373166
6504,NA1_3883373119
6505,NA1_3883612212
6506,NA1_3883624843
6507,NA1_3883650357
6508,NA1_3883596115
6509,NA1_3883544988
6510,NA1_3883489359
6511,NA1_3883465385
6512,NA1_3883308212
6513,NA1_3883246959
6514,NA1_3882323613
6515,NA1_3882258170
6516,NA1_3882281608
6517,NA1_3882217123
6518,NA1_3881762709
6519,NA1_3881677056
6520,NA1_3881648891
6521,NA1_3881232340
6522,NA1_3881106932
6523,NA1_3881111607
6524,NA1_3880928405
6525,NA1_3880913749
6526,NA1_3880817848
6527,NA1_3843629746
6528,NA1_3843546811
6529,NA1_3843108776
6530,NA1_3842545417
6531,NA1_3842560024
6532,NA1_3842485137
6533,NA1_3842452485
6534,NA1_3842436009
6535,NA1_3840253725
6536,NA1_3840221741
6537,NA1_3840146015
6538,NA1_3840073431
6539,NA1_3839946899
6540,NA1_3839875869
6541,NA1_3839960552
6542,NA1_3838889205
6543,NA1_3838933750
6544,NA1_3836484626
6545,NA1_3836407564
6546,NA1_3836307461
6547,NA1_3835689763
6548,NA1_3835102640
6549,NA1_3834968111
6550,NA1_3832324491
6551,NA1_3830707197
6552,NA1_3830741943
6553,NA1_3829212204
6554,NA1_3829126953
6555,NA1_3829150806
6556,NA1_3829022925
6557,NA1_3828992652
6558,NA1_3828299469
6559,NA1_3827871995
6560,NA1_3827807842
6561,NA1_3827764599
6562,NA1_3827706890
6563,NA1_3825499540
6564,NA1_3825114173
6565,NA1_3825058614
6566,NA1_4088568259
6567,NA1_4088552715
6568,NA1_4088497646
6569,NA1_4088502644
6570,NA1_4088499780
6571,NA1_4087427409
6572,NA1_4087396516
6573,NA1_4087403683
6574,NA1_4085851744
6575,NA1_4083760375
6576,NA1_4083717067
6577,NA1_4083714031
6578,NA1_4082795673
6579,NA1_4082276483
6580,NA1_4082179824
6581,NA1_4082116727
6582,NA1_4082121749
6583,NA1_4082058893
6584,NA1_4082005462
6585,NA1_4082061027
6586,NA1_4081927653
6587,NA1_4081929764
6588,NA1_4081717949
6589,NA1_4081705780
6590,NA1_4081642783
6591,NA1_4081641125
6592,NA1_4081066530
6593,NA1_4081035106
6594,NA1_4080999120
6595,NA1_4080994763
6596,NA1_4080981701
6597,NA1_4080935237
6598,NA1_4080893403
6599,NA1_4080837798
6600,NA1_4080844678
6601,NA1_4080871871
6602,NA1_4080810343
6603,NA1_4080775796
6604,NA1_4080763132
6605,NA1_4069120024
6606,NA1_4069037884
6607,NA1_4069084225
6608,NA1_4069081204
6609,NA1_4068021697
6610,NA1_4067976793
6611,NA1_4067954489
6612,NA1_4067971204
6613,NA1_4067886852
6614,NA1_4067882644
6615,NA1_4067839068
6616,NA1_4067191303
6617,NA1_4067159905
6618,NA1_4066740098
6619,NA1_4066687997
6620,NA1_4066685825
6621,NA1_4066662304
6622,NA1_4066599268
6623,NA1_4066636978
6624,NA1_4066635130
6625,NA1_4066583824
6626,NA1_4066591487
6627,NA1_4066539656
6628,NA1_4066536879
6629,NA1_4066564660
6630,NA1_4066512953
6631,NA1_4064164429
6632,NA1_4064088821
6633,NA1_4064103076
6634,NA1_4064057212
6635,NA1_4063993105
6636,NA1_4063988872
6637,NA1_4063936808
6638,NA1_4041459009
6639,NA1_4040905749
6640,NA1_4040901998
6641,NA1_4040797219
6642,NA1_4040793312
6643,NA1_4040641648
6644,NA1_4040587147
6645,NA1_4040612634
6646,NA1_4038776312
6647,NA1_4038760030
6648,NA1_4038735982
6649,NA1_4038670673
6650,NA1_4038643931
6651,NA1_4038620479
6652,NA1_4038535306
6653,NA1_4038542095
6654,NA1_4038518531
6655,NA1_4029999391
6656,NA1_4030031162
6657,NA1_4029898985
6658,NA1_4029895507
6659,NA1_4029920426
6660,NA1_4028958305
6661,NA1_4029010516
6662,NA1_4028845316
6663,NA1_4028840204
6664,NA1_4028206542
6665,NA1_4028223916
6666,NA1_4088985841
6667,NA1_4088993845
6668,NA1_4086765710
6669,NA1_4086765359
6670,NA1_4086994311
6671,NA1_4088109414
6672,NA1_4088098591
6673,NA1_4088096360
6674,NA1_4086408223
6675,NA1_4086396152
6676,NA1_4084400573
6677,NA1_4084369834
6678,NA1_4084305730
6679,NA1_4084303803
6680,NA1_4084273081
6681,NA1_4084310498
6682,NA1_4084218960
6683,NA1_4083781932
6684,NA1_4083736518
6685,NA1_4083631399
6686,NA1_4083609772
6687,NA1_4083595668
6688,NA1_4083564310
6689,NA1_4083590912
6690,NA1_4083519128
6691,NA1_4083291128
6692,NA1_4083238320
6693,NA1_4083246221
6694,NA1_4083195647
6695,NA1_4083202779
6696,NA1_4082844777
6697,NA1_4082835104
6698,NA1_4082739005
6699,NA1_4082715558
6700,NA1_4082689515
6701,NA1_4082674934
6702,NA1_4082641019
6703,NA1_4082606474
6704,NA1_4082623172
6705,NA1_4082611510
6706,NA1_4082253344
6707,NA1_4081170437
6708,NA1_4077211825
6709,NA1_4076161291
6710,NA1_4076081550
6711,NA1_4076024226
6712,NA1_4074389882
6713,NA1_4067788274
6714,NA1_4067833062
6715,NA1_4067684851
6716,NA1_4067690981
6717,NA1_4067045629
6718,NA1_4066934897
6719,NA1_4066918751
6720,NA1_4066861935
6721,NA1_4066833769
6722,NA1_4066764886
6723,NA1_4066087760
6724,NA1_4065877864
6725,NA1_4065922605
6726,NA1_4065777180
6727,NA1_4065790375
6728,NA1_4064986443
6729,NA1_4065032130
6730,NA1_4064966679
6731,NA1_4064930196
6732,NA1_4060454122
6733,NA1_4060450633
6734,NA1_4060367694
6735,NA1_4060362817
6736,NA1_4060308942
6737,NA1_4060227460
6738,NA1_4060185911
6739,NA1_4053844952
6740,NA1_4053813348
6741,NA1_4052871144
6742,NA1_4050523279
6743,NA1_4050511856
6744,NA1_4049985963
6745,NA1_4049139369
6746,NA1_4049106578
6747,NA1_4049160645
6748,NA1_4049055685
6749,NA1_4049015214
6750,NA1_4048945131
6751,NA1_4048879442
6752,NA1_4048458321
6753,NA1_4048465122
6754,NA1_4048414036
6755,NA1_4048397007
6756,NA1_4048391401
6757,NA1_4048277318
6758,NA1_4048300768
6759,NA1_4048250105
6760,NA1_4048128414
6761,NA1_4048160349
6762,NA1_4048094908
6763,NA1_4048051035
6764,NA1_4048012966
6765,NA1_4047989793
6766,NA1_4089118391
6767,NA1_4089077769
6768,NA1_4089121832
6769,NA1_4089008443
6770,NA1_4089006304
6771,NA1_4087654273
6772,NA1_4087631533
6773,NA1_4086623416
6774,NA1_4086006525
6775,NA1_4086014784
6776,NA1_4083635140
6777,NA1_4082782646
6778,NA1_4081463050
6779,NA1_4080907840
6780,NA1_4080839580
6781,NA1_4080046984
6782,NA1_4080081106
6783,NA1_4079978692
6784,NA1_4078890822
6785,NA1_4078844543
6786,NA1_4078739585
6787,NA1_4078714566
6788,NA1_4078207789
6789,NA1_4078175351
6790,NA1_4078109701
6791,NA1_4078104116
6792,NA1_4078066537
6793,NA1_4077159668
6794,NA1_4077145756
6795,NA1_4076179939
6796,NA1_4074496346
6797,NA1_4074448194
6798,NA1_4074483799
6799,NA1_4074398127
6800,NA1_4074364568
6801,NA1_4073249363
6802,NA1_4073271918
6803,NA1_4072921680
6804,NA1_4072475593
6805,NA1_4072490797
6806,NA1_4072453780
6807,NA1_4072357457
6808,NA1_4072323504
6809,NA1_4072305493
6810,NA1_4072200104
6811,NA1_4072117158
6812,NA1_4071687628
6813,NA1_4071622675
6814,NA1_4071604298
6815,NA1_4071492760
6816,NA1_4071417932
6817,NA1_4071414526
6818,NA1_4071169444
6819,NA1_4071144822
6820,NA1_4071018720
6821,NA1_4071016832
6822,NA1_4070505796
6823,NA1_4070497842
6824,NA1_4070433038
6825,NA1_4070116955
6826,NA1_4069932180
6827,NA1_4069830202
6828,NA1_4069783548
6829,NA1_4069668496
6830,NA1_4069034703
6831,NA1_4068968224
6832,NA1_4068901110
6833,NA1_4067742263
6834,NA1_4066982446
6835,NA1_4066899224
6836,NA1_4066896229
6837,NA1_4066883529
6838,NA1_4066839472
6839,NA1_4066676585
6840,NA1_4066662810
6841,NA1_4066251259
6842,NA1_4066136601
6843,NA1_4066132282
6844,NA1_4065927409
6845,NA1_4065585017
6846,NA1_4065076086
6847,NA1_4064884009
6848,NA1_4064767596
6849,NA1_4064340419
6850,NA1_4064296296
6851,NA1_4064332605
6852,NA1_4064330176
6853,NA1_4064094901
6854,NA1_4064008030
6855,NA1_4063996086
6856,NA1_4063182876
6857,NA1_4063180849
6858,NA1_4057556637
6859,NA1_4057565573
6860,NA1_4057581392
6861,NA1_4057550712
6862,NA1_4057508226
6863,NA1_3977617647
6864,NA1_3852596669
6865,NA1_3852554860
6866,NA1_4087965353
6867,NA1_4087991884
6868,NA1_4086877266
6869,NA1_4086915209
6870,NA1_4086932840
6871,NA1_4081167487
6872,NA1_4081204319
6873,NA1_4080321474
6874,NA1_4080308571
6875,NA1_4063286601
6876,NA1_4063285349
6877,NA1_4063196676
6878,NA1_4063194390
6879,NA1_4063163384
6880,NA1_4062236518
6881,NA1_4061420877
6882,NA1_4061400636
6883,NA1_4061364334
6884,NA1_4061352738
6885,NA1_4057551948
6886,NA1_4057560521
6887,NA1_4057498588
6888,NA1_4056500314
6889,NA1_4056460824
6890,NA1_4056399025
6891,NA1_4055595876
6892,NA1_4055575151
6893,NA1_4055582701
6894,NA1_4055571393
6895,NA1_4055530040
6896,NA1_4055497058
6897,NA1_4052399254
6898,NA1_4052436966
6899,NA1_4052404938
6900,NA1_4043033712
6901,NA1_4043061744
6902,NA1_4043041498
6903,NA1_4043059766
6904,NA1_4038023547
6905,NA1_4038020531
6906,NA1_4037013863
6907,NA1_4036943908
6908,NA1_4036952220
6909,NA1_4036059461
6910,NA1_4036057894
6911,NA1_4036037013
6912,NA1_4036054770
6913,NA1_4034111657
6914,NA1_4034059483
6915,NA1_4034019219
6916,NA1_4034047178
6917,NA1_4033770078
6918,NA1_4033689334
6919,NA1_4033675920
6920,NA1_3873083683
6921,NA1_3873047669
6922,NA1_3868596169
6923,NA1_3868620731
6924,NA1_3864209099
6925,NA1_3864203191
6926,NA1_3836703750
6927,NA1_3836740405
6928,NA1_3792802112
6929,NA1_3792749000
6930,NA1_3784760143
6931,NA1_3784734800
6932,NA1_3774623944
6933,NA1_3770591723
6934,NA1_3727436961
6935,NA1_3723183962
6936,NA1_3723181852
6937,NA1_3733672079
6938,NA1_3733205103
6939,NA1_3732979468
6940,NA1_3732977648
6941,NA1_3732686335
6942,NA1_3730736212
6943,NA1_3730723335
6944,NA1_3730688567
6945,NA1_3730703593
6946,NA1_3730681996
6947,NA1_3730659863
6948,NA1_3730366759
6949,NA1_3728047263
6950,NA1_3727953156
6951,NA1_3726894191
6952,NA1_3726395246
6953,NA1_3725704804
6954,NA1_3725674594
6955,NA1_4089406995
6956,NA1_4089391801
6957,NA1_4089297059
6958,NA1_4088557462
6959,NA1_4088336441
6960,NA1_4088292681
6961,NA1_4087969887
6962,NA1_4087917080
6963,NA1_4087872678
6964,NA1_4087810041
6965,NA1_4087783637
6966,NA1_4087699140
6967,NA1_4087731372
6968,NA1_4087505329
6969,NA1_4087511151
6970,NA1_4087417594
6971,NA1_4086894376
6972,NA1_4086910214
6973,NA1_4086817130
6974,NA1_4086770955
6975,NA1_4086704494
6976,NA1_4085977873
6977,NA1_4085965707
6978,NA1_4085973306
6979,NA1_4085921207
6980,NA1_4085174689
6981,NA1_4085191906
6982,NA1_4085119335
6983,NA1_4085104538
6984,NA1_4085129826
6985,NA1_4085014389
6986,NA1_4084975797
6987,NA1_4084855645
6988,NA1_4084801661
6989,NA1_4084423307
6990,NA1_4083880723
6991,NA1_4083036726
6992,NA1_4082973309
6993,NA1_4082888227
6994,NA1_4082864902
6995,NA1_4082677825
6996,NA1_4082665175
6997,NA1_4082314372
6998,NA1_4082290593
6999,NA1_4082215690
7000,NA1_4082169434
7001,NA1_4082143679
7002,NA1_4082075384
7003,NA1_4082036671
7004,NA1_4081476892
7005,NA1_4081445562
7006,NA1_4081149586
7007,NA1_4081116447
7008,NA1_4080933578
7009,NA1_4080171193
7010,NA1_4080055218
7011,NA1_4080009362
7012,NA1_4079974109
7013,NA1_4079958160
7014,NA1_4079944727
7015,NA1_4079878105
7016,NA1_4078253482
7017,NA1_4078250244
7018,NA1_4078176598
7019,NA1_4078204562
7020,NA1_4078201168
7021,NA1_4078106782
7022,NA1_4078120280
7023,NA1_4077821346
7024,NA1_4077737883
7025,NA1_4077781860
7026,NA1_4077697711
7027,NA1_4077460684
7028,NA1_4077408018
7029,NA1_4077415175
7030,NA1_4077411615
7031,NA1_4077337893
7032,NA1_4077170698
7033,NA1_4077117944
7034,NA1_4076966460
7035,NA1_4076983965
7036,NA1_4077020041
7037,NA1_4076086045
7038,NA1_4075375398
7039,NA1_4075381985
7040,NA1_4075294766
7041,NA1_4075257788
7042,NA1_4075223276
7043,NA1_4074697339
7044,NA1_4074685560
7045,NA1_4074672600
7046,NA1_4074622207
7047,NA1_4074527746
7048,NA1_4074514245
7049,NA1_4074287925
7050,NA1_4073448230
7051,NA1_4073441818
7052,NA1_4073336877
7053,NA1_4073361980
7054,NA1_4073256422
7055,NA1_3969920095
7056,NA1_3966890602
7057,NA1_3965271048
7058,NA1_3964916740
7059,NA1_3963395838
7060,NA1_3962730832
7061,NA1_3961501415
7062,NA1_3961337231
7063,NA1_3961373000
7064,NA1_3961199030
7065,NA1_3961213536
7066,NA1_3960213806
7067,NA1_3960179188
7068,NA1_3960136130
7069,NA1_3958219349
7070,NA1_3957452670
7071,NA1_3957359610
7072,NA1_3957387460
7073,NA1_3957355009
7074,NA1_3956740411
7075,NA1_3956667447
7076,NA1_3956634380
7077,NA1_3949023093
7078,NA1_3947611196
7079,NA1_3947527819
7080,NA1_3946879889
7081,NA1_3946616157
7082,NA1_3946672231
7083,NA1_3946588107
7084,NA1_3946603429
7085,NA1_3945463989
7086,NA1_3942822705
7087,NA1_3942759479
7088,NA1_3942727007
7089,NA1_3942252057
7090,NA1_3942077550
7091,NA1_3941517565
7092,NA1_3941501785
7093,NA1_3941439386
7094,NA1_3941467298
7095,NA1_3941455286
7096,NA1_3941472928
7097,NA1_3940056506
7098,NA1_3939987477
7099,NA1_3939785220
7100,NA1_3938886720
7101,NA1_3938874506
7102,NA1_3938872079
7103,NA1_3938725967
7104,NA1_3938722325
7105,NA1_3936396699
7106,NA1_3926213651
7107,NA1_3925817202
7108,NA1_3925748195
7109,NA1_3924531185
7110,NA1_3924487713
7111,NA1_3924419136
7112,NA1_3924411015
7113,NA1_3924316331
7114,NA1_3923348828
7115,NA1_3923357346
7116,NA1_3923364934
7117,NA1_3923312816
7118,NA1_3923310103
7119,NA1_3923167362
7120,NA1_3923170931
7121,NA1_3923027173
7122,NA1_3920236872
7123,NA1_3918328847
7124,NA1_3918326515
7125,NA1_3918284850
7126,NA1_3918312770
7127,NA1_3917142453
7128,NA1_3917089220
7129,NA1_3917105619
7130,NA1_3917018432
7131,NA1_3916366429
7132,NA1_3916313071
7133,NA1_3915914236
7134,NA1_3915868984
7135,NA1_3915876292
7136,NA1_3915863672
7137,NA1_3915821881
7138,NA1_3914881398
7139,NA1_3914798448
7140,NA1_3914222638
7141,NA1_3913563587
7142,NA1_3913521308
7143,NA1_3913378386
7144,NA1_3913375329
7145,NA1_3911830953
7146,NA1_3911757411
7147,NA1_3909756117
7148,NA1_3909791959
7149,NA1_3909113538
7150,NA1_3908457013
7151,NA1_3908449913
7152,NA1_3908319525
7153,NA1_3908276582
7154,NA1_3908252639
7155,NA1_4043373293
7156,NA1_4042671517
7157,NA1_4042651053
7158,NA1_4041555409
7159,NA1_4022950146
7160,NA1_4022927934
7161,NA1_4021791416
7162,NA1_4020636718
7163,NA1_4019313990
7164,NA1_4018978594
7165,NA1_4017675828
7166,NA1_4017559701
7167,NA1_4011171386
7168,NA1_4008023337
7169,NA1_4006509912
7170,NA1_4004722484
7171,NA1_4004525678
7172,NA1_3998478333
7173,NA1_3998500900
7174,NA1_3997482503
7175,NA1_3989702888
7176,NA1_3989633059
7177,NA1_3989612578
7178,NA1_3989502669
7179,NA1_3989356666
7180,NA1_3989334132
7181,NA1_3988536500
7182,NA1_3988398490
7183,NA1_3988358720
7184,NA1_3988067197
7185,NA1_3988011638
7186,NA1_3987987973
7187,NA1_3987965271
7188,NA1_3987652380
7189,NA1_3987525455
7190,NA1_3987570065
7191,NA1_3987454513
7192,NA1_3987414386
7193,NA1_3986054144
7194,NA1_3985052532
7195,NA1_3983620622
7196,NA1_3983595953
7197,NA1_3983542555
7198,NA1_3983507037
7199,NA1_3982726248
7200,NA1_3982691035
7201,NA1_3981713606
7202,NA1_3981646450
7203,NA1_3981441969
7204,NA1_3981038893
7205,NA1_3980368556
7206,NA1_3980354238
7207,NA1_3980360398
7208,NA1_3980267928
7209,NA1_3980144039
7210,NA1_3980150402
7211,NA1_3980068028
7212,NA1_3980055044
7213,NA1_3980062021
7214,NA1_3979730943
7215,NA1_3979624618
7216,NA1_3979587510
7217,NA1_3978274140
7218,NA1_3978230161
7219,NA1_3976421121
7220,NA1_3975200524
7221,NA1_3974172560
7222,NA1_3974144317
7223,NA1_3973962291
7224,NA1_3973907610
7225,NA1_3973787346
7226,NA1_3973422230
7227,NA1_3973377376
7228,NA1_3973189176
7229,NA1_3973184580
7230,NA1_3972819344
7231,NA1_3972637875
7232,NA1_3972507452
7233,NA1_3971936894
7234,NA1_3971971353
7235,NA1_3971854632
7236,NA1_3971787385
7237,NA1_3968661722
7238,NA1_3967825785
7239,NA1_3967566862
7240,NA1_3967401228
7241,NA1_3967268719
7242,NA1_3966191184
7243,NA1_3966108555
7244,NA1_3966105088
7245,NA1_3965787811
7246,NA1_3965754684
7247,NA1_3965728270
7248,NA1_3965694089
7249,NA1_3965383341
7250,NA1_3965337403
7251,NA1_3965213696
7252,NA1_3965221800
7253,NA1_3965169090
7254,NA1_3965117645
7255,{status:
7256,{message:
7257,Bad
7258,Request
7259,-
7260,Exception
7261,decrypting
7262,nan
7263,status_code:
7264,400}}
7265,NA1_3824100382
7266,NA1_3821994109
7267,
7268,NA1_4088347611
7269,NA1_4088364168
7270,NA1_4088350801
7271,NA1_4085758552
7272,NA1_4083000256
7273,NA1_4080310505
7274,NA1_4080198903
7275,NA1_4080226210
7276,NA1_4080201068
7277,NA1_4080118233
7278,NA1_4079303703
7279,NA1_4079262160
7280,NA1_4079028961
7281,NA1_4079006024
7282,NA1_4071759693
7283,NA1_4058295097
7284,NA1_4058274081
7285,NA1_4058251930
7286,NA1_4058208899
7287,NA1_4058067626
7288,NA1_4058093137
7289,NA1_4057862620
7290,NA1_4045221998
7291,NA1_4037778138
7292,NA1_4028698797
7293,NA1_4011446292
7294,NA1_4011434039
7295,NA1_4009194252
7296,NA1_4009171331
7297,NA1_4009124761
7298,NA1_3995313355
7299,NA1_3995247472
7300,NA1_3995243230
7301,NA1_3995239780
7302,NA1_3992089403
7303,NA1_3992105158
7304,NA1_3992112766
7305,NA1_3992019723
7306,NA1_3991998426
7307,NA1_3986085163
7308,NA1_3986070483
7309,NA1_3983776625
7310,NA1_3981580712
7311,NA1_3981458797
7312,NA1_3973831299
7313,NA1_3973798866
7314,NA1_3955423614
7315,NA1_3955430493
7316,NA1_3955357376
7317,NA1_3955304543
7318,NA1_3953264734
7319,NA1_3953281230
7320,NA1_3953218117
7321,NA1_3953253735
7322,NA1_3941183267
7323,NA1_3941171523
7324,NA1_3941147583
7325,NA1_3941136494
7326,NA1_3941103700
7327,NA1_3934116865
7328,NA1_3933031385
7329,NA1_3933007179
7330,NA1_3930658683
7331,NA1_3930705027
7332,NA1_3906032655
7333,NA1_3905939243
7334,NA1_3894459772
7335,NA1_3892149658
7336,NA1_3892149616
7337,NA1_3888445786
7338,NA1_3888429890
7339,NA1_3885520388
7340,NA1_3885484291
7341,NA1_3880233984
7342,NA1_3872170668
7343,NA1_3870273461
7344,NA1_3870208820
7345,NA1_3870205393
7346,NA1_3869844741
7347,NA1_3868749426
7348,NA1_3868735606
7349,NA1_3868742740
7350,NA1_3868718217
7351,NA1_3868405598
7352,NA1_3867753203
7353,NA1_3867770089
7354,NA1_3867706780
7355,NA1_3861518053
7356,NA1_3859538911
7357,NA1_3859535968
7358,NA1_3847727454
7359,NA1_3846613815
7360,NA1_3846630765
7361,NA1_3846231045
7362,NA1_3842831790
7363,NA1_3842788888
7364,NA1_3842739275
7365,NA1_3842736035
7366,NA1_3842720422
7367,NA1_3842672686
7368,NA1_3765566095
7369,NA1_3764431238
7370,NA1_3764318187
7371,NA1_4089107010
7372,NA1_4089049387
7373,NA1_4089036738
7374,NA1_4089024614
7375,NA1_4089051617
7376,NA1_4086765710
7377,NA1_4086765359
7378,NA1_4086994311
7379,NA1_4088168875
7380,NA1_4088175603
7381,NA1_4084384310
7382,NA1_4084783209
7383,NA1_4084590356
7384,NA1_4084690041
7385,NA1_4084639895
7386,NA1_4082929318
7387,NA1_4082944863
7388,NA1_4082907312
7389,NA1_4081803568
7390,NA1_4081743453
7391,NA1_4081653503
7392,NA1_4082097942
7393,NA1_4081810153
7394,NA1_4081959747
7395,NA1_4079249534
7396,NA1_4081631744
7397,NA1_4081221927
7398,NA1_4081117828
7399,NA1_4081095428
7400,NA1_4081058948
7401,NA1_4081024963
7402,NA1_4080302504
7403,NA1_4079461191
7404,NA1_4078846072
7405,NA1_4076558819
7406,NA1_4076618632
7407,NA1_4077778760
7408,NA1_4077247961
7409,NA1_4076040999
7410,NA1_4073894870
7411,NA1_4073685567
7412,NA1_4073784335
7413,NA1_4074806776
7414,NA1_4074231341
7415,NA1_4073960671
7416,NA1_4073790798
7417,NA1_4073790548
7418,NA1_4071197769
7419,NA1_4071227399
7420,NA1_4071240228
7421,NA1_4071240037
7422,NA1_4069787998
7423,NA1_4069782670
7424,NA1_4069688963
7425,NA1_4068783557
7426,NA1_4068683326
7427,NA1_4068543420
7428,NA1_4068780146
7429,NA1_4068779803
7430,NA1_4065989538
7431,NA1_4068454549
7432,NA1_4066012896
7433,NA1_4066012669
7434,NA1_4066012451
7435,NA1_4066152078
7436,NA1_4066011948
7437,NA1_4066011621
7438,NA1_4065971428
7439,NA1_4065971251
7440,NA1_4066180542
7441,NA1_4066170490
7442,NA1_4065073566
7443,NA1_4065001296
7444,NA1_4064946739
7445,NA1_4064179629
7446,NA1_4064163319
7447,NA1_4064107721
7448,NA1_4060946488
7449,NA1_4060941714
7450,NA1_4060897921
7451,NA1_4060874334
7452,NA1_4058908079
7453,NA1_4054536003
7454,NA1_4054490442
7455,NA1_4054436729
7456,NA1_4052183516
7457,NA1_4051631334
7458,NA1_4051631022
7459,NA1_4051830438
7460,NA1_4051911771
7461,NA1_4051867446
7462,NA1_4051860481
7463,NA1_4051615762
7464,NA1_4051621609
7465,NA1_4048837862
7466,NA1_4048831517
7467,NA1_4048796653
7468,NA1_4048781134
7469,NA1_4048747435
7470,NA1_4048704236
7471,NA1_4088037120
7472,NA1_4088055541
7473,NA1_4088074845
7474,NA1_4088025023
7475,NA1_4088041898
7476,NA1_4088070427
7477,NA1_4087959347
7478,NA1_4087966852
7479,NA1_4088003530
7480,NA1_4087787804
7481,NA1_4086692302
7482,NA1_4086039213
7483,NA1_4086008653
7484,NA1_4086056008
7485,NA1_4085602991
7486,NA1_4085110216
7487,NA1_4083703916
7488,NA1_4082618933
7489,NA1_4081522217
7490,NA1_4078255918
7491,NA1_4077571447
7492,NA1_4077520591
