,match
4089,NA1_3806791340
4090,NA1_3805361503
4091,NA1_3805256586
4092,NA1_3805262427
4093,NA1_3805117677
4094,NA1_3805087761
4095,NA1_3804374384
4096,NA1_4083564750
4097,NA1_4083571660
4098,NA1_4083550075
4099,NA1_4083516695
4100,NA1_4083476993
4101,NA1_4083493987
4102,NA1_4047974490
4103,NA1_4045281048
4104,NA1_4045227878
4105,NA1_4045196749
4106,NA1_4045233046
4107,NA1_4045230723
4108,NA1_4045200032
4109,NA1_4045137912
4110,NA1_4045136134
4111,NA1_4044103301
4112,NA1_4044100813
4113,NA1_4044029723
4114,NA1_4043305300
4115,NA1_4043293088
4116,NA1_4043330406
4117,NA1_4042628596
4118,NA1_4042625714
4119,NA1_4042642235
4120,NA1_4042611166
4121,NA1_4042590095
4122,NA1_4042576690
4123,NA1_4042574993
4124,NA1_4042543674
4125,NA1_4042561820
4126,NA1_4042469397
4127,NA1_4042438977
4128,NA1_4042437249
4129,NA1_4042474355
4130,NA1_4042413666
4131,NA1_4041425398
4132,NA1_4041461622
4133,NA1_4040537453
4134,NA1_4040493740
4135,NA1_4040490719
4136,NA1_4040438368
4137,NA1_4040436298
4138,NA1_4040433262
4139,NA1_4040461194
4140,NA1_4040389624
4141,NA1_4040388349
4142,NA1_4040405991
4143,NA1_4040404598
4144,NA1_4040402715
4145,NA1_4040411249
4146,NA1_4040400299
4147,NA1_4040328665
4148,NA1_4040316911
4149,NA1_4040285970
4150,NA1_4039946688
4151,NA1_4039953838
4152,NA1_4039931142
4153,NA1_4039916369
4154,NA1_4039861607
4155,NA1_4039797193
4156,NA1_4039793350
4157,NA1_4039790431
4158,NA1_4039508526
4159,NA1_4039552551
4160,NA1_4039429357
4161,NA1_4039376539
4162,NA1_4039423858
4163,NA1_4039419802
4164,NA1_4039346651
4165,NA1_4039363604
4166,NA1_4039331605
4167,NA1_4039298899
4168,NA1_4039286627
4169,NA1_4039294922
4170,NA1_4038742828
4171,NA1_4038697893
4172,NA1_4038723003
4173,NA1_4038619161
4174,NA1_4038665958
4175,NA1_4038602799
4176,NA1_4038610923
4177,NA1_4038546733
4178,NA1_4038574665
4179,NA1_4038552033
4180,NA1_4038508832
4181,NA1_4038476759
4182,NA1_4038503947
4183,NA1_4038461330
4184,NA1_4038399194
4185,NA1_4038417773
4186,NA1_4038455202
4187,NA1_4038413321
4188,NA1_4038440626
4189,NA1_4038348104
4190,NA1_4037800651
4191,NA1_4037726390
4192,NA1_4037753188
4193,NA1_4037750836
4194,NA1_4037629118
4195,NA1_4037625768
4196,NA1_4089186339
4197,NA1_4089143837
4198,NA1_4089077120
4199,NA1_4089092598
4200,NA1_4089058340
4201,NA1_4089026410
4202,NA1_4089024104
4203,NA1_4088370776
4204,NA1_4088306711
4205,NA1_4088266113
4206,NA1_4088290166
4207,NA1_4077871352
4208,NA1_4077856233
4209,NA1_4077803103
4210,NA1_4077829997
4211,NA1_4077776184
4212,NA1_4077763111
4213,NA1_4077669188
4214,NA1_4077676489
4215,NA1_4077015648
4216,NA1_4075016666
4217,NA1_4074983041
4218,NA1_4074975474
4219,NA1_4074932342
4220,NA1_4074908292
4221,NA1_4074856532
4222,NA1_4074310308
4223,NA1_4074243568
4224,NA1_4074173023
4225,NA1_4074140606
4226,NA1_4074075222
4227,NA1_4074039429
4228,NA1_4070322495
4229,NA1_4070276984
4230,NA1_4070262540
4231,NA1_4070188041
4232,NA1_4069507526
4233,NA1_4069503666
4234,NA1_4069461598
4235,NA1_4069437633
4236,NA1_4067765552
4237,NA1_4067700055
4238,NA1_4067631608
4239,NA1_4067564344
4240,NA1_4067548536
4241,NA1_4067544935
4242,NA1_4066732398
4243,NA1_4066695578
4244,NA1_4066644767
4245,NA1_4066582235
4246,NA1_4066565640
4247,NA1_4066552709
4248,NA1_4063894778
4249,NA1_4063852244
4250,NA1_4063808373
4251,NA1_4057353363
4252,NA1_4057335985
4253,NA1_4057280707
4254,NA1_4057222891
4255,NA1_4056773891
4256,NA1_4056738959
4257,NA1_4056189936
4258,NA1_4056123788
4259,NA1_4056027955
4260,NA1_4056080724
4261,NA1_4056003954
4262,NA1_4055918827
4263,NA1_4055915113
4264,NA1_4053334083
4265,NA1_4053244684
4266,NA1_4053207259
4267,NA1_4053172100
4268,NA1_4053126075
4269,NA1_4053090109
4270,NA1_4053082708
4271,NA1_4052968854
4272,NA1_4052973897
4273,NA1_4052898489
4274,NA1_4052885250
4275,NA1_4050785445
4276,NA1_4050745793
4277,NA1_4050722070
4278,NA1_4050645133
4279,NA1_4050650026
4280,NA1_4050596066
4281,NA1_4050582608
4282,NA1_4048836843
4283,NA1_4048870809
4284,NA1_4048796653
4285,NA1_4048754421
4286,NA1_4048760928
4287,NA1_4048686994
4288,NA1_4048722792
4289,NA1_4048709972
4290,NA1_4046282594
4291,NA1_4046227846
4292,NA1_4046214215
4293,NA1_4046109133
4294,NA1_4046125663
4295,NA1_4046111613
4296,NA1_4086259226
4297,NA1_4085403882
4298,NA1_4085412474
4299,NA1_4085420758
4300,NA1_4084550174
4301,NA1_4084369407
4302,NA1_4084377052
4303,NA1_4084351124
4304,NA1_4084307802
4305,NA1_4084286796
4306,NA1_4084313480
4307,NA1_4083685062
4308,NA1_4083711649
4309,NA1_4083667743
4310,NA1_4083624149
4311,NA1_4083650329
4312,NA1_4083598100
4313,NA1_4083545704
4314,NA1_4083553701
4315,NA1_4083590072
4316,NA1_4083489583
4317,NA1_4083483678
4318,NA1_4083472352
4319,NA1_4083448367
4320,NA1_4083466816
4321,NA1_4082967007
4322,NA1_4082962740
4323,NA1_4082908502
4324,NA1_4082884437
4325,NA1_4082861461
4326,NA1_4082804308
4327,NA1_4082800072
4328,NA1_4082756595
4329,NA1_4082754332
4330,NA1_4082700018
4331,NA1_4082696147
4332,NA1_4081625917
4333,NA1_4081690227
4334,NA1_4081548758
4335,NA1_4081585694
4336,NA1_4081555012
4337,NA1_4081562285
4338,NA1_4080878077
4339,NA1_4080864890
4340,NA1_4080861804
4341,NA1_4063820969
4342,NA1_4058063187
4343,NA1_4058036556
4344,NA1_4057925899
4345,NA1_4057931448
4346,NA1_4057886163
4347,NA1_4057353222
4348,NA1_4057297517
4349,NA1_4057244526
4350,NA1_4057130748
4351,NA1_4056955830
4352,NA1_4056849597
4353,NA1_4056098562
4354,NA1_4056132225
4355,NA1_4056055835
4356,NA1_4056033018
4357,NA1_4056003954
4358,NA1_4055971012
4359,NA1_4055897507
4360,NA1_4055883516
4361,NA1_4055829176
4362,NA1_4055810658
4363,NA1_4055256778
4364,NA1_4055273244
4365,NA1_4055169315
4366,NA1_4055126317
4367,NA1_4055120796
4368,NA1_4055074077
4369,NA1_4055018613
4370,NA1_4054985838
4371,NA1_4053988993
4372,NA1_4053954823
4373,NA1_4053889190
4374,NA1_4053894375
4375,NA1_4052149852
4376,NA1_4052067293
4377,NA1_4052053659
4378,NA1_4052008819
4379,NA1_4040783310
4380,NA1_4040464173
4381,NA1_4024587916
4382,NA1_4024585676
4383,NA1_4017536124
4384,NA1_4011034626
4385,NA1_4011042652
4386,NA1_4011030303
4387,NA1_4010987734
4388,NA1_4010975096
4389,NA1_3997737847
4390,NA1_3997705172
4391,NA1_3997681489
4392,NA1_3997660684
4393,NA1_3997545989
4394,NA1_3997459266
4395,NA1_3997444653
4396,
4397,NA1_4011876739
4398,NA1_4011467953
4399,NA1_4011513199
4400,NA1_4011111498
4401,NA1_4010837604
4402,NA1_4050871394
4403,NA1_4030759945
4404,NA1_4029632251
4405,NA1_4029467597
4406,NA1_4028120362
4407,NA1_4026123741
4408,NA1_4026028819
4409,NA1_4026052647
4410,NA1_4025215325
4411,NA1_4025169895
4412,NA1_4025143683
4413,NA1_4024954815
4414,NA1_4024970529
4415,NA1_4023953113
4416,NA1_4023878614
4417,NA1_4023863340
4418,NA1_4021965792
4419,NA1_4021929172
4420,NA1_4021925208
4421,NA1_4021107388
4422,NA1_4021131640
4423,NA1_4021005318
4424,NA1_4019910505
4425,NA1_4019804977
4426,NA1_4019613221
4427,NA1_4018643327
4428,NA1_4017699422
4429,NA1_4004618696
4430,NA1_4004624702
4431,NA1_4004601699
4432,NA1_4004556709
4433,NA1_4003728668
4434,NA1_4003734739
4435,NA1_4003701953
4436,NA1_4003648665
4437,NA1_4003625506
4438,NA1_4003024687
4439,NA1_4002948489
4440,NA1_4002954160
4441,NA1_3998721269
4442,NA1_3998706250
4443,NA1_3998651280
4444,NA1_3997168681
4445,NA1_3997154709
4446,NA1_3997129770
4447,NA1_3997017395
4448,NA1_3996495292
4449,NA1_3996509779
4450,NA1_3996471621
4451,NA1_3995983227
4452,NA1_3995980681
4453,NA1_3995940021
4454,NA1_3995856765
4455,NA1_3995883646
4456,NA1_3995566285
4457,NA1_3995525371
4458,NA1_3995084924
4459,NA1_3995119994
4460,NA1_3995045994
4461,NA1_3993870685
4462,NA1_3993795689
4463,NA1_3992898713
4464,NA1_3992033690
4465,NA1_3988207036
4466,NA1_3988173719
4467,NA1_3988149857
4468,NA1_3988116166
4469,NA1_3987599367
4470,NA1_3981952139
4471,NA1_3981916987
4472,NA1_3981488142
4473,NA1_3981455793
4474,NA1_3981450952
4475,NA1_3981345885
4476,NA1_3975318237
4477,NA1_3975324497
4478,NA1_3975300111
4479,NA1_3974378801
4480,NA1_3974373025
4481,NA1_3973991405
4482,NA1_3973907552
4483,NA1_3973894340
4484,NA1_3973890561
4485,NA1_3972267392
4486,NA1_3972253284
4487,NA1_3972178923
4488,NA1_3966663496
4489,NA1_3966589584
4490,NA1_3966604275
4491,NA1_3965714181
4492,NA1_3965628548
4493,NA1_3965614690
4494,NA1_3965440406
4495,NA1_3965338293
4496,NA1_3965315445
4497,NA1_3964816017
4498,NA1_3964771448
4499,NA1_3963545364
4500,NA1_3963521316
4501,NA1_3959942950
4502,NA1_4079309347
4503,NA1_4079276509
4504,NA1_4079087574
4505,NA1_4079081860
4506,NA1_4073525462
4507,NA1_4073473241
4508,NA1_4073448098
4509,NA1_4073393700
4510,NA1_4059219119
4511,NA1_4059233816
4512,NA1_4024003469
4513,NA1_4000068010
4514,NA1_3937618041
4515,NA1_3937595896
4516,NA1_3937549685
4517,NA1_3937544822
4518,NA1_3937540305
4519,NA1_3937456302
4520,NA1_3937491114
4521,NA1_3937083119
4522,NA1_3936999534
4523,NA1_3937025112
4524,NA1_3936990045
4525,NA1_3936875763
4526,NA1_3935468753
4527,NA1_3935476660
4528,NA1_3935425226
4529,NA1_3934184660
4530,NA1_3930323009
4531,NA1_3929523314
4532,NA1_3929492693
4533,NA1_3929425281
4534,NA1_3925910520
4535,NA1_3924398311
4536,NA1_3920711180
4537,NA1_3920657738
4538,NA1_3920675321
4539,NA1_3920700311
4540,NA1_3920418389
4541,NA1_3919722336
4542,NA1_3919671275
4543,NA1_3919629474
4544,NA1_3918421831
4545,NA1_3881748306
4546,NA1_3879311417
4547,NA1_3879229345
4548,NA1_3869998123
4549,NA1_3868868375
4550,NA1_3860929099
4551,NA1_3858275861
4552,NA1_3853857346
4553,NA1_3850621340
4554,NA1_3850587336
4555,NA1_3835282920
4556,NA1_3833981735
4557,NA1_3833839610
4558,NA1_3808834036
4559,NA1_3808851472
4560,NA1_3804892993
4561,NA1_3804799282
4562,NA1_3772760541
4563,NA1_3772665861
4564,NA1_3762548709
4565,NA1_3762514211
4566,NA1_3759599813
4567,NA1_3759526065
4568,NA1_3757945799
4569,NA1_3757928902
4570,NA1_3757924768
4571,NA1_3753850386
4572,NA1_3753750163
4573,NA1_3753341260
4574,NA1_3753257097
4575,NA1_3752478557
4576,NA1_3752433348
4577,NA1_3752387174
4578,NA1_3752297841
4579,NA1_3752300546
4580,NA1_3752261086
4581,NA1_3752196021
4582,NA1_3747151486
4583,NA1_3747063260
4584,NA1_3746187378
4585,NA1_3746223499
4586,NA1_3746184013
4587,NA1_3745634964
4588,NA1_3745549456
4589,NA1_3745506194
4590,NA1_3745358696
4591,NA1_3745325281
4592,NA1_3745311980
4593,NA1_3745157874
4594,NA1_3745153724
4595,NA1_3744812572
4596,NA1_3744782536
4597,NA1_3744778757
4598,NA1_3744777080
4599,NA1_3744439230
4600,NA1_3744444034
4601,NA1_3744348764
4602,NA1_4088105252
4603,NA1_4088141610
4604,NA1_4087785723
4605,NA1_4087751534
4606,NA1_4087704621
4607,NA1_4083541089
4608,NA1_4083445759
4609,NA1_4083463401
4610,NA1_4083412309
4611,NA1_4081450048
4612,NA1_4081407111
4613,NA1_4081376237
4614,NA1_4081412804
4615,NA1_4081430112
4616,NA1_4081379893
4617,NA1_4081327740
4618,NA1_4081355545
4619,NA1_4080664083
4620,NA1_4080621141
4621,NA1_4080587315
4622,NA1_4080563287
4623,NA1_4080560548
4624,NA1_4080517377
4625,NA1_4080485300
4626,NA1_4079573882
4627,NA1_4079610938
4628,NA1_4079519290
4629,NA1_4079496810
4630,NA1_4079494805
4631,NA1_4078623021
4632,NA1_4078571458
4633,NA1_4078517904
4634,NA1_4078458233
4635,NA1_4078475788
4636,NA1_4078463384
4637,NA1_4078490557
4638,NA1_4078418570
4639,NA1_4078079330
4640,NA1_4078025896
4641,NA1_4077978910
4642,NA1_4077964714
4643,NA1_4077908873
4644,NA1_4077875060
4645,NA1_4077889912
4646,NA1_4077806493
4647,NA1_4077830842
4648,NA1_4077738184
4649,NA1_4077775127
4650,NA1_4076918526
4651,NA1_4076895566
4652,NA1_4076503966
4653,NA1_4075118573
4654,NA1_4075056470
4655,NA1_4075009144
4656,NA1_4075005394
4657,NA1_4074939212
4658,NA1_4074936750
4659,NA1_4074913971
4660,NA1_4074854740
4661,NA1_4074890960
4662,NA1_4074799116
4663,NA1_4074816644
4664,NA1_4074814403
4665,NA1_4074812847
4666,NA1_4074791028
4667,NA1_4074512715
4668,NA1_4074488591
4669,NA1_4074443736
4670,NA1_4074415732
4671,NA1_4074362432
4672,NA1_4074015399
4673,NA1_4073993549
4674,NA1_4073999975
4675,NA1_4073926274
4676,NA1_4073883735
4677,NA1_4073727711
4678,NA1_4073755121
4679,NA1_4073743575
4680,NA1_4073762456
4681,NA1_4071978530
4682,NA1_4071996215
4683,NA1_4070939250
4684,NA1_4070876224
4685,NA1_4070854580
4686,NA1_4070175964
4687,NA1_4070212275
4688,NA1_4070161260
4689,NA1_4070127572
4690,NA1_4070096002
4691,NA1_4070124043
4692,NA1_4070102000
4693,NA1_4070090488
4694,NA1_4070078041
4695,NA1_4069349153
4696,NA1_4069327143
4697,NA1_4069334827
4698,NA1_4069352851
4699,NA1_4069331042
4700,NA1_4069298329
4701,NA1_4068992295
4702,NA1_4087752590
4703,NA1_4087687935
4704,NA1_4087674964
4705,NA1_4085905685
4706,NA1_4085860750
4707,NA1_4085805724
4708,NA1_4082163712
4709,NA1_4082118219
4710,NA1_4082111224
4711,NA1_4082043801
4712,NA1_4078078815
4713,NA1_4074445877
4714,NA1_4072345145
4715,NA1_4068942810
4716,NA1_4060342591
4717,NA1_4060276188
4718,NA1_4060188704
4719,NA1_4060193513
4720,NA1_4059076029
4721,NA1_4058166959
4722,NA1_4052187062
4723,NA1_4050853677
4724,NA1_4044386931
4725,NA1_4044331870
4726,NA1_4044210603
4727,NA1_4043364554
4728,NA1_4043391112
4729,NA1_4043313783
4730,NA1_4043292211
4731,NA1_4042766730
4732,NA1_4042791493
4733,NA1_4041628355
4734,NA1_4041661805
4735,NA1_4041548744
4736,NA1_4040825732
4737,NA1_4040820806
4738,NA1_4040755789
4739,NA1_4040539686
4740,NA1_4040051701
4741,NA1_4039972682
4742,NA1_4039895716
4743,NA1_4038708117
4744,NA1_4038693058
4745,NA1_4038657323
4746,NA1_4037769060
4747,NA1_4037785504
4748,NA1_4037812158
4749,NA1_4037749453
4750,NA1_4037707224
4751,NA1_4036751512
4752,NA1_4036671770
4753,NA1_4036523694
4754,NA1_4036511482
4755,NA1_4036488162
4756,NA1_4036475933
4757,NA1_4036407791
4758,NA1_4036377130
4759,NA1_4036433635
4760,NA1_4036231316
4761,NA1_4035607624
4762,NA1_4035043829
4763,NA1_4035027197
4764,NA1_4035011621
4765,NA1_4034964745
4766,NA1_4034940332
4767,NA1_4034305416
4768,NA1_4034331383
4769,NA1_4033859531
4770,NA1_4033864906
4771,NA1_4033818429
4772,NA1_4033840093
4773,NA1_4033734823
4774,NA1_4033710238
4775,NA1_4033456078
4776,NA1_4033471521
4777,NA1_4033417411
4778,NA1_4032878067
4779,NA1_4032930421
4780,NA1_4032737892
4781,NA1_4032733807
4782,NA1_4030718366
4783,NA1_4030744468
4784,NA1_4030742511
4785,NA1_4030669619
4786,NA1_4030636800
4787,NA1_4030535499
4788,NA1_4030011540
4789,NA1_4029907412
4790,NA1_4028472491
4791,NA1_4028078487
4792,NA1_4028062508
4793,NA1_4027975589
4794,NA1_4027958742
4795,NA1_4027925001
4796,NA1_4026858527
4797,NA1_4026913217
4798,NA1_4026652497
4799,NA1_4026626357
4800,NA1_4026144005
4801,NA1_4026091261
4802,
4803,
4804,NA1_4087966624
4805,NA1_4087965513
4806,NA1_4083971961
4807,NA1_4083928680
4808,NA1_4083925737
4809,NA1_4083224042
4810,NA1_4083221533
4811,NA1_4083149070
4812,NA1_4083175386
4813,NA1_4080276435
4814,NA1_4080292919
4815,NA1_4080280937
4816,NA1_4080227527
4817,NA1_4080245065
4818,NA1_4080213182
4819,NA1_4080240509
4820,NA1_4079460297
4821,NA1_4079409953
4822,NA1_4079367494
4823,NA1_4079402689
4824,NA1_4079298677
4825,NA1_4079266271
4826,NA1_4079273162
4827,NA1_4077472975
4828,NA1_4077491410
4829,NA1_4077409336
4830,NA1_4077386667
4831,NA1_4076279602
4832,NA1_4076277362
4833,NA1_4076265352
4834,NA1_4076300582
4835,NA1_4075446195
4836,NA1_4075404462
4837,NA1_4075450715
4838,NA1_4073448444
4839,NA1_4073397335
4840,NA1_4073385118
4841,NA1_4073392347
4842,NA1_4073327453
4843,NA1_4073344333
4844,NA1_4072549262
4845,NA1_4072595376
4846,NA1_4071833024
4847,NA1_4071861891
4848,NA1_4071841267
4849,NA1_4071829070
4850,NA1_4071776766
4851,NA1_4070705142
4852,NA1_4070652695
4853,NA1_4070579664
4854,NA1_4070626076
4855,NA1_4070603793
4856,NA1_4069956302
4857,NA1_4069994048
4858,NA1_4069953033
4859,NA1_4069939855
4860,NA1_4069895234
4861,NA1_4067184460
4862,NA1_4063275568
4863,NA1_4063264765
4864,NA1_4063243700
4865,NA1_4063250514
4866,NA1_4063198052
4867,NA1_4063205542
4868,NA1_4063154399
4869,NA1_4063023808
4870,NA1_4062947493
4871,NA1_4059220610
4872,NA1_4059109341
4873,NA1_4059163939
4874,NA1_4059133622
4875,NA1_4057562012
4876,NA1_4057539045
4877,NA1_4057518912
4878,NA1_4057536214
4879,NA1_4057495983
4880,NA1_4054699141
4881,NA1_4054698344
4882,NA1_4054717237
4883,NA1_4054695549
4884,NA1_4054751269
4885,NA1_4054710408
4886,NA1_4054628602
4887,NA1_4053487523
4888,NA1_4053496250
4889,NA1_4053454465
4890,NA1_4053442967
4891,NA1_4053430326
4892,NA1_4053308483
4893,NA1_4053255002
4894,NA1_4053232445
4895,NA1_4053187700
4896,NA1_4052277716
4897,NA1_4052254665
4898,NA1_4052238311
4899,NA1_4052225239
4900,NA1_4052231786
4901,NA1_4052129240
4902,NA1_4052125572
4903,NA1_4052140416
4904,NA1_4089442852
4905,NA1_4089199282
4906,NA1_4089196342
4907,NA1_4087815877
4908,NA1_4087832015
4909,NA1_4087799289
4910,NA1_4087757696
4911,NA1_4087773678
4912,NA1_4086714706
4913,NA1_4086701736
4914,NA1_4086687100
4915,NA1_4086672888
4916,NA1_4086607301
4917,NA1_4086573607
4918,NA1_4086527131
4919,NA1_4086330136
4920,NA1_4086237113
4921,NA1_4085782508
4922,NA1_4085773878
4923,NA1_4085649625
4924,NA1_4085432881
4925,NA1_4085394824
4926,NA1_4085348970
4927,NA1_4085327495
4928,NA1_4085064139
4929,NA1_4085051604
4930,NA1_4084989001
4931,NA1_4084993869
4932,NA1_4084898540
4933,NA1_4084891311
4934,NA1_4084713473
4935,NA1_4084568083
4936,NA1_4083909934
4937,NA1_4083865916
4938,NA1_4083821463
4939,NA1_4083776656
4940,NA1_4083689025
4941,NA1_4083732719
4942,NA1_4083583489
4943,NA1_4083077926
4944,NA1_4083112179
4945,NA1_4082998168
4946,NA1_4080567223
4947,NA1_4080461283
4948,NA1_4078190879
4949,NA1_4078087724
4950,NA1_4077049877
4951,NA1_4076965745
4952,NA1_4076175572
4953,NA1_4076193004
4954,NA1_4076099125
4955,NA1_4076120681
4956,NA1_4076025029
4957,NA1_4076030037
4958,NA1_4075917098
4959,NA1_4075266238
4960,NA1_4075281258
4961,NA1_4075235563
4962,NA1_4075240740
4963,NA1_4074142520
4964,NA1_4074108193
4965,NA1_4071669480
4966,NA1_4071672891
4967,NA1_4071607540
4968,NA1_4071370387
4969,NA1_4071147630
4970,NA1_4070936893
4971,NA1_4070607798
4972,NA1_4070584638
4973,NA1_4070549246
4974,NA1_4070545758
4975,NA1_4070333796
4976,NA1_4069861699
4977,NA1_4069789670
4978,NA1_4069748165
4979,NA1_4069764267
4980,NA1_4069689617
4981,NA1_4069684723
4982,NA1_4069526519
4983,NA1_4068968287
4984,NA1_4067802930
4985,NA1_4067769187
4986,NA1_4064244629
4987,NA1_4064231660
4988,NA1_4063906424
4989,NA1_4063854168
4990,NA1_4063824278
4991,NA1_4063155675
4992,NA1_4063180298
4993,NA1_4063108641
4994,NA1_4063084802
4995,NA1_4062079388
4996,NA1_4062047626
4997,NA1_4062053684
4998,NA1_4062019469
4999,NA1_4062014846
5000,NA1_4061867795
5001,NA1_4061890721
5002,NA1_4061754498
5003,NA1_4061759998
5004,NA1_3867083333
5005,NA1_4089135462
5006,NA1_4089062242
5007,NA1_4088997743
5008,NA1_4088996619
5009,NA1_4088943560
5010,NA1_4088932133
5011,NA1_4088940325
5012,NA1_4088926977
5013,NA1_4088868339
5014,NA1_4088885851
5015,NA1_4088410815
5016,NA1_4088347455
5017,NA1_4088325753
5018,NA1_4088333268
5019,NA1_4088312675
5020,NA1_4088277809
5021,NA1_4088247002
5022,NA1_4088263116
5023,NA1_4088270993
5024,NA1_4088230665
5025,NA1_4088206968
5026,NA1_4088175934
5027,NA1_4088165324
5028,NA1_4087210050
5029,NA1_4086359312
5030,NA1_4086367124
5031,NA1_4086355552
5032,NA1_4086372151
5033,NA1_4086389945
5034,NA1_4086308562
5035,NA1_4086306156
5036,NA1_4086233001
5037,NA1_4086260427
5038,NA1_4085631794
5039,NA1_4085539310
5040,NA1_4085514502
5041,NA1_4085541894
5042,NA1_4085479720
5043,NA1_4085468573
5044,NA1_4085434547
5045,NA1_4084517512
5046,NA1_4084514931
5047,NA1_4084561542
5048,NA1_4084550065
5049,NA1_4081622357
5050,NA1_4077761060
5051,NA1_4076893703
5052,NA1_4076911963
5053,NA1_4076867681
5054,NA1_4076835682
5055,NA1_4076833880
5056,NA1_4076841989
5057,NA1_4075747673
5058,NA1_4075687258
5059,NA1_4075685602
5060,NA1_4075693973
5061,NA1_4075722232
5062,NA1_4075710723
5063,NA1_4075619582
5064,NA1_4074981995
5065,NA1_4074949269
5066,NA1_4074927331
5067,NA1_4074955185
5068,NA1_4074944184
5069,NA1_4074919856
5070,NA1_4074878270
5071,NA1_4074896402
5072,NA1_4074881462
5073,NA1_4074836366
5074,NA1_4074010124
5075,NA1_4073858837
5076,NA1_4073856734
5077,NA1_4073767830
5078,NA1_4072991143
5079,NA1_4072947858
5080,NA1_4072897394
5081,NA1_4072915134
5082,NA1_4072923353
5083,NA1_4072891992
5084,NA1_4072868909
5085,NA1_4072847096
5086,NA1_4033746505
5087,NA1_4033731629
5088,NA1_4032400053
5089,NA1_4032344304
5090,NA1_4025651538
5091,NA1_4025610516
5092,NA1_4022733392
5093,NA1_4021723275
5094,NA1_4021649150
5095,NA1_4020680516
5096,NA1_4016356501
5097,NA1_4002405188
5098,NA1_4001574111
5099,NA1_4001580192
5100,NA1_4001478958
5101,NA1_4001513436
5102,NA1_4001464807
5103,NA1_3998163128
5104,NA1_3998180823
5105,NA1_4001947174
5106,NA1_4000954150
5107,NA1_4000904062
5108,NA1_4000859597
5109,NA1_3976837131
5110,NA1_3817630132
5111,NA1_3817493752
5112,NA1_3817208784
5113,NA1_3816987744
5114,NA1_3815884215
5115,NA1_3814765015
5116,NA1_3814712442
5117,NA1_3814549641
5118,NA1_3814280686
5119,NA1_3813420758
5120,NA1_3813316059
5121,NA1_3813163747
5122,NA1_3813200873
5123,NA1_3813098556
5124,NA1_3812950276
5125,NA1_3812945254
5126,NA1_3812442491
5127,NA1_3781238818
5128,NA1_3780375673
5129,NA1_3778817541
5130,NA1_3778487286
5131,NA1_3778441099
5132,NA1_3777000671
5133,NA1_3776842365
5134,NA1_3775657488
5135,NA1_3775415568
5136,NA1_3932967567
5137,NA1_3932964452
5138,NA1_3880516066
5139,NA1_3808837754
5140,
5141,NA1_4061810824
5142,NA1_4061709591
5143,NA1_4061115491
5144,NA1_4061051665
5145,NA1_4061035016
5146,NA1_4060094234
5147,NA1_4060038403
5148,NA1_4059696930
5149,NA1_4059722315
5150,NA1_4059669853
5151,NA1_4058997990
5152,NA1_4059000597
5153,NA1_4058091872
5154,NA1_4058050169
5155,NA1_4058005942
5156,NA1_4023616722
5157,NA1_4023614824
5158,NA1_4023622765
5159,NA1_4023591181
5160,NA1_4023509351
5161,NA1_4023517225
5162,NA1_4023505006
5163,NA1_4023532460
5164,NA1_4023500081
5165,NA1_4023428514
5166,NA1_4023476787
5167,NA1_4023485429
5168,NA1_4023474541
5169,NA1_4023452964
5170,NA1_4023432259
5171,NA1_4023441283
5172,NA1_4023420482
5173,NA1_4023408911
5174,NA1_4023407210
