,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_8,deathsplayer_9,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_10,killsplayer_2,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team200,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_1,baron_team100,deathsplayer_7,dragon_team100,inhibs_lost_team200,killsplayer_3,killsplayer_5,killsplayer_0,killsplayer_1,riftherald_team300,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
402,4.0,6.0,7.0,4.0,18.0,2.0,4.0,3.0,2.0,1.0,535.0,541.0,601.0,800.0,106.0,891.0,1376.0,1446.0,707.0,811.0,6.0,6.0,1.0,4.0,2.0,3.0,3.0,10.0,6.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,127.0,0.0,0.0,0.0,104.0,6.0,4.0,3.0,7.0,8.0,3.0,6.0,4.0,0.0,11.0,9.0,13.0,14.0,12.0,11.0,13.0,13.0,11.0,11.0,2847.0,3242.0,11738.0,1351.0,0.0,9000.0,6472.0,767.0,8415.0,1120.0,121.0,11.0,155.0,29.0,104.0,31.0,122.0,53.0,89.0,152.0,7524.0,636.0,1553.0,22395.0,6275.0,1195.0,4070.0,14617.0,315.0,8579.0,1.0,1.0,71750.0,163570.0,73436.0,231185.0,86900.0,213026.0,335649.0,429758.0,182846.0,10479.0,1200375.0,10372.0,4372.0,13292.0,24529.0,7945.0,10748.0,10543.0,16955.0,9434.0,9699.0,6460.0,5991.0,9276.0,11300.0,8421.0,6941.0,7176.0,10296.0,7017.0,6886.0,8.0,7.0,0.0,494.0,0.0,782.0,1670.0,552.0,0.0,1569.0,703.0,0.0,17.0,56.0,14.0,4.0,8.0,43.0,12.0,3.0,14.0,13.0,100.0,8570.0,6027.0,10571.0,11885.0,8708.0,7902.0,10068.0,10276.0,7717.0,7834.0,3.0,2.0,5.0,3.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,16,30,30,30,136,114,30,16,61,57,24936,20016,440,427,38942,28217,676297,1122302,66886,51003,42398,37366,3004,2766,86,98,38,15,47636,41922
403,8.0,8.0,4.0,5.0,6.0,2.0,3.0,1.0,1.0,0.0,754.0,1039.0,876.0,1204.0,688.0,884.0,378.0,294.0,398.0,635.0,1.0,3.0,2.0,2.0,4.0,6.0,4.0,6.0,4.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,12.0,18.0,0.0,0.0,104.0,0.0,7.0,2.0,6.0,2.0,1.0,1.0,4.0,7.0,12.0,9.0,13.0,12.0,11.0,10.0,11.0,11.0,11.0,12.0,2038.0,3002.0,524.0,12382.0,1029.0,4314.0,340.0,605.0,6219.0,0.0,123.0,27.0,30.0,109.0,149.0,15.0,126.0,21.0,114.0,146.0,5667.0,1697.0,10218.0,1473.0,5202.0,166.0,4279.0,6404.0,1511.0,11233.0,1.0,0.0,397672.0,75087.0,167904.0,36596.0,63782.0,121495.0,74055.0,135754.0,35146.0,23156.0,1200336.0,7706.0,5257.0,11441.0,13855.0,7315.0,4590.0,4620.0,7899.0,10375.0,11233.0,7289.0,6214.0,9216.0,9854.0,7538.0,4709.0,6178.0,6344.0,6703.0,8809.0,1.0,6.0,0.0,558.0,698.0,0.0,1083.0,110.0,0.0,889.0,2644.0,0.0,9.0,22.0,2.0,14.0,11.0,23.0,12.0,10.0,8.0,13.0,100.0,9390.0,5653.0,10306.0,9645.0,8100.0,6185.0,8108.0,7936.0,7991.0,8757.0,4.0,1.0,5.0,1.0,0.0,10.0,1.0,0.0,3.0,1.0,0.0,15,22,30,30,134,111,22,15,58,54,20287,10166,426,434,22726,25124,787449,343198,44907,39384,38606,34248,1891,4091,59,65,27,15,43626,38445
404,8.0,8.0,2.0,2.0,13.0,5.0,3.0,4.0,7.0,0.0,46.0,498.0,-120.0,185.0,193.0,176.0,1081.0,56.0,1516.0,713.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,9.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,4.0,4.0,0.0,12.0,94.0,0.0,0.0,4.0,1.0,11.0,4.0,4.0,5.0,0.0,12.0,10.0,11.0,12.0,11.0,10.0,12.0,11.0,12.0,11.0,282.0,14415.0,2706.0,7286.0,3888.0,5559.0,8122.0,0.0,2174.0,0.0,115.0,30.0,17.0,114.0,138.0,8.0,100.0,31.0,122.0,133.0,10946.0,1122.0,6017.0,702.0,11854.0,1085.0,1994.0,6241.0,10943.0,9088.0,2.0,0.0,147989.0,181595.0,304874.0,223929.0,26128.0,173198.0,565222.0,137733.0,21435.0,44825.0,1200466.0,12225.0,16135.0,9083.0,8442.0,16031.0,7185.0,12118.0,6655.0,13863.0,9088.0,8636.0,7157.0,7080.0,6975.0,9988.0,6626.0,7031.0,8156.0,7641.0,6153.0,0.0,8.0,996.0,598.0,360.0,454.0,288.0,539.0,2001.0,414.0,746.0,0.0,5.0,196.0,14.0,9.0,10.0,19.0,7.0,3.0,2.0,4.0,100.0,9363.0,6636.0,7916.0,9203.0,7850.0,6238.0,9388.0,8405.0,8676.0,7641.0,2.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,5.0,0.0,0.0,18,23,30,30,105,106,23,17,56,56,19721,24711,392,416,30604,29388,876118,950810,52966,57859,39305,36138,2637,3759,57,212,27,27,40570,40746
405,6.0,5.0,1.0,6.0,7.0,5.0,2.0,0.0,3.0,0.0,147.0,590.0,1795.0,502.0,163.0,76.0,176.0,302.0,455.0,290.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,6.0,4.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,136.0,0.0,0.0,0.0,0.0,116.0,1.0,0.0,1.0,10.0,2.0,4.0,5.0,1.0,6.0,13.0,10.0,14.0,12.0,11.0,10.0,12.0,12.0,12.0,11.0,8461.0,4432.0,1030.0,1260.0,228.0,2432.0,7882.0,1397.0,10866.0,2407.0,148.0,7.0,26.0,118.0,125.0,34.0,106.0,20.0,148.0,131.0,814.0,656.0,13811.0,5492.0,10654.0,950.0,2370.0,4676.0,366.0,8903.0,0.0,1.0,54251.0,129054.0,227225.0,26427.0,11657.0,82224.0,387387.0,109403.0,242308.0,412140.0,1200296.0,9275.0,5572.0,15274.0,7464.0,10882.0,3733.0,10492.0,6619.0,11233.0,11310.0,8332.0,5840.0,10995.0,5952.0,7713.0,4916.0,7481.0,8585.0,6575.0,8659.0,2.0,8.0,0.0,483.0,432.0,712.0,0.0,350.0,240.0,546.0,0.0,0.0,3.0,41.0,5.0,8.0,13.0,45.0,11.0,7.0,12.0,10.0,100.0,10576.0,6165.0,11907.0,8947.0,7658.0,6543.0,9931.0,8789.0,9072.0,7520.0,7.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,17,18,30,30,139,117,18,17,60,57,13411,26984,451,412,31721,16971,401784,1280292,46628,45226,37908,37140,1494,1269,74,81,26,16,45631,41477
406,2.0,0.0,2.0,2.0,5.0,4.0,0.0,1.0,1.0,0.0,509.0,190.0,599.0,423.0,811.0,433.0,312.0,228.0,119.0,746.0,2.0,4.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,120.0,4.0,4.0,0.0,3.0,120.0,16.0,4.0,0.0,6.0,3.0,0.0,0.0,4.0,1.0,12.0,9.0,12.0,13.0,12.0,9.0,12.0,11.0,12.0,11.0,725.0,2168.0,0.0,7970.0,160.0,2296.0,1834.0,2049.0,5867.0,0.0,134.0,18.0,22.0,177.0,195.0,28.0,138.0,14.0,155.0,166.0,7174.0,745.0,3934.0,818.0,7527.0,976.0,4182.0,571.0,546.0,3496.0,2.0,0.0,64326.0,37721.0,272658.0,323669.0,27223.0,34842.0,43980.0,247584.0,49249.0,1618.0,1200298.0,11106.0,3242.0,4912.0,9215.0,7687.0,3525.0,6680.0,3122.0,6462.0,3496.0,7867.0,4225.0,8374.0,8358.0,10321.0,5592.0,6537.0,6153.0,8619.0,6986.0,1.0,10.0,3205.0,328.0,977.0,426.0,0.0,252.0,664.0,502.0,48.0,0.0,11.0,34.0,4.0,8.0,10.0,41.0,10.0,1.0,12.0,4.0,100.0,9679.0,5084.0,8628.0,10671.0,8778.0,5617.0,8765.0,7460.0,9493.0,7782.0,5.0,1.0,4.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,5,16,30,30,132,143,16,5,58,55,11151,11918,556,491,20429,9540,722718,380152,36445,23002,40512,32520,4860,1542,74,61,14,8,43373,38584
407,7.0,7.0,1.0,4.0,6.0,9.0,4.0,2.0,3.0,1.0,116.0,452.0,709.0,-201.0,290.0,110.0,1052.0,1160.0,51.0,155.0,7.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,90.0,1.0,1.0,0.0,1.0,153.0,0.0,4.0,2.0,0.0,2.0,3.0,6.0,8.0,0.0,13.0,10.0,11.0,12.0,10.0,8.0,12.0,13.0,12.0,11.0,2541.0,1899.0,3444.0,5250.0,0.0,2132.0,4075.0,12434.0,1246.0,447.0,145.0,7.0,13.0,146.0,149.0,21.0,92.0,21.0,146.0,154.0,9541.0,1128.0,682.0,741.0,4731.0,1319.0,3864.0,860.0,9625.0,3639.0,2.0,0.0,116495.0,91857.0,293926.0,38814.0,48817.0,40547.0,173967.0,118509.0,25733.0,11990.0,1200446.0,12945.0,3275.0,4387.0,8101.0,4731.0,3904.0,8483.0,13652.0,12784.0,4993.0,9800.0,5352.0,6059.0,7659.0,7840.0,5175.0,6552.0,9570.0,9126.0,6280.0,8.0,3.0,862.0,248.0,260.0,2108.0,0.0,452.0,543.0,356.0,1912.0,906.0,7.0,22.0,5.0,13.0,11.0,28.0,111.0,59.0,30.0,6.0,200.0,10921.0,6257.0,7332.0,9149.0,6714.0,4789.0,9041.0,10278.0,9894.0,7654.0,3.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,5.0,0.0,1.0,19,15,30,30,99,158,15,19,54,58,13367,20101,474,420,17014,19116,538599,422056,34068,43187,36533,36880,3682,3965,64,228,21,25,38905,43124
408,12.0,5.0,2.0,7.0,6.0,4.0,6.0,4.0,6.0,2.0,651.0,830.0,228.0,250.0,635.0,63.0,93.0,592.0,1256.0,1021.0,2.0,1.0,6.0,1.0,4.0,6.0,3.0,2.0,4.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,119.0,2.0,1.0,0.0,0.0,108.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,11.0,4.0,11.0,9.0,12.0,12.0,11.0,8.0,12.0,11.0,13.0,11.0,2843.0,6059.0,0.0,6957.0,0.0,1880.0,587.0,0.0,13808.0,3067.0,111.0,15.0,32.0,146.0,141.0,25.0,142.0,20.0,145.0,136.0,3742.0,1165.0,9363.0,1828.0,5853.0,580.0,6302.0,6520.0,888.0,7344.0,0.0,1.0,53939.0,159385.0,208469.0,234324.0,22661.0,56969.0,120035.0,176364.0,193725.0,825.0,1200403.0,6585.0,7325.0,9957.0,8961.0,5982.0,2796.0,8781.0,7013.0,14802.0,10411.0,6051.0,6030.0,8302.0,8675.0,6425.0,4628.0,6998.0,7057.0,10981.0,7199.0,10.0,4.0,0.0,100.0,594.0,175.0,129.0,334.0,1891.0,493.0,106.0,0.0,11.0,56.0,3.0,6.0,14.0,42.0,13.0,5.0,6.0,11.0,200.0,7613.0,5928.0,9171.0,9377.0,7434.0,4150.0,8995.0,8147.0,10015.0,7459.0,1.0,0.0,5.0,2.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,19,15,30,30,122,108,15,19,54,56,11680,23521,455,458,21366,22219,576362,650334,34281,48332,34081,38265,1232,2590,76,91,21,32,37745,40544
409,6.0,6.0,3.0,2.0,6.0,5.0,6.0,5.0,5.0,1.0,1316.0,211.0,67.0,2136.0,1328.0,1264.0,661.0,70.0,501.0,646.0,4.0,2.0,7.0,5.0,4.0,4.0,3.0,5.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,106.0,5.0,0.0,0.0,84.0,14.0,0.0,4.0,1.0,3.0,1.0,8.0,7.0,4.0,12.0,10.0,12.0,13.0,11.0,10.0,12.0,12.0,13.0,10.0,0.0,3702.0,1433.0,688.0,491.0,2321.0,6255.0,3078.0,285.0,1475.0,138.0,33.0,105.0,43.0,135.0,28.0,131.0,29.0,117.0,143.0,5539.0,1686.0,4389.0,9041.0,8156.0,566.0,2937.0,2078.0,13816.0,9357.0,0.0,1.0,47835.0,64663.0,75196.0,246471.0,77575.0,42263.0,153628.0,448682.0,133712.0,140676.0,1200410.0,7368.0,5851.0,7079.0,10747.0,8648.0,2887.0,9193.0,5802.0,14675.0,10921.0,7124.0,6411.0,6317.0,9596.0,7453.0,4464.0,7411.0,8945.0,9386.0,7751.0,8.0,3.0,1829.0,462.0,1256.0,1018.0,0.0,0.0,0.0,644.0,574.0,88.0,2.0,30.0,11.0,3.0,11.0,17.0,6.0,4.0,8.0,11.0,200.0,8665.0,6244.0,9148.0,10605.0,7325.0,6367.0,9341.0,9357.0,10999.0,6835.0,2.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,24,13,30,30,117,98,13,24,58,57,4933,14795,449,453,27691,29874,489340,941361,36729,46442,34954,39904,4103,1768,44,59,19,27,42110,42776
410,12.0,4.0,8.0,4.0,12.0,3.0,4.0,4.0,4.0,0.0,822.0,1079.0,395.0,809.0,-54.0,346.0,549.0,459.0,628.0,575.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,107.0,4.0,0.0,0.0,12.0,96.0,8.0,8.0,2.0,8.0,4.0,0.0,5.0,1.0,8.0,13.0,10.0,12.0,11.0,11.0,9.0,11.0,11.0,12.0,11.0,7424.0,2725.0,310.0,9357.0,757.0,4397.0,0.0,52.0,6990.0,2589.0,129.0,8.0,36.0,117.0,139.0,14.0,131.0,13.0,146.0,132.0,1037.0,554.0,7196.0,919.0,6590.0,780.0,7579.0,6089.0,1014.0,11753.0,2.0,0.0,287964.0,115129.0,323552.0,111625.0,32416.0,99813.0,94740.0,234636.0,374309.0,19341.0,1200417.0,8461.0,3619.0,8422.0,10301.0,7347.0,5515.0,7579.0,7427.0,8005.0,16050.0,7462.0,6504.0,9185.0,7499.0,7791.0,6296.0,6069.0,7534.0,7138.0,9839.0,2.0,7.0,0.0,340.0,914.0,24.0,0.0,337.0,0.0,1285.0,0.0,1706.0,12.0,35.0,4.0,9.0,7.0,57.0,7.0,4.0,16.0,9.0,100.0,10026.0,6406.0,9683.0,8338.0,7947.0,5644.0,8211.0,7880.0,8974.0,7815.0,6.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,16,20,30,30,123,124,20,16,56,55,22245,12356,435,430,16522,26989,855370,838155,40046,42680,38233,37084,1275,3331,89,71,34,27,41638,39286
411,9.0,5.0,6.0,4.0,13.0,6.0,6.0,2.0,7.0,0.0,1725.0,492.0,2813.0,196.0,869.0,29.0,940.0,880.0,138.0,703.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,6.0,4.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,120.0,0.0,0.0,0.0,4.0,127.0,0.0,0.0,1.0,11.0,3.0,2.0,5.0,6.0,3.0,12.0,9.0,12.0,12.0,11.0,8.0,13.0,12.0,11.0,10.0,0.0,2787.0,18751.0,2030.0,1410.0,2763.0,5904.0,782.0,12133.0,261.0,153.0,7.0,22.0,165.0,146.0,1.0,155.0,18.0,117.0,118.0,6158.0,478.0,1488.0,5851.0,7833.0,859.0,4410.0,8149.0,1632.0,12983.0,1.0,1.0,29333.0,82187.0,140460.0,32775.0,107950.0,35249.0,350507.0,184850.0,60113.0,29533.0,1200379.0,6594.0,3265.0,21837.0,7881.0,9244.0,3623.0,10314.0,9446.0,14199.0,13244.0,9689.0,5067.0,10503.0,8136.0,7504.0,5364.0,8015.0,8520.0,7808.0,6613.0,1.0,8.0,436.0,0.0,1597.0,0.0,0.0,0.0,0.0,514.0,434.0,0.0,9.0,29.0,60.0,10.0,34.0,18.0,11.0,2.0,6.0,12.0,100.0,9373.0,5106.0,9863.0,8764.0,7309.0,4386.0,10119.0,8900.0,7915.0,7271.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,17,19,30,30,136,131,19,17,55,55,24954,21867,487,415,22189,27652,345767,707190,49179,50468,41196,36023,2033,948,131,60,28,30,39695,39311
412,2.0,6.0,5.0,2.0,8.0,0.0,2.0,2.0,1.0,2.0,1941.0,639.0,1574.0,313.0,1785.0,499.0,760.0,887.0,1354.0,479.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,4.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,109.0,0.0,8.0,0.0,2.0,123.0,0.0,2.0,0.0,2.0,3.0,1.0,3.0,0.0,1.0,13.0,9.0,12.0,12.0,11.0,9.0,12.0,11.0,12.0,10.0,1105.0,1888.0,467.0,6951.0,361.0,2761.0,891.0,0.0,5098.0,0.0,161.0,10.0,28.0,117.0,156.0,27.0,160.0,27.0,173.0,172.0,8978.0,492.0,7749.0,184.0,5579.0,864.0,4873.0,4291.0,645.0,3336.0,2.0,0.0,120135.0,19953.0,403782.0,56346.0,60510.0,61964.0,26883.0,388433.0,284009.0,36101.0,1200406.0,10083.0,2489.0,9328.0,7320.0,5941.0,4194.0,5764.0,5226.0,5744.0,3336.0,9716.0,4389.0,7599.0,7618.0,7935.0,5159.0,6870.0,7587.0,7124.0,7179.0,4.0,9.0,0.0,108.0,1112.0,184.0,0.0,568.0,0.0,934.0,0.0,0.0,18.0,30.0,3.0,6.0,11.0,55.0,14.0,8.0,13.0,7.0,100.0,10613.0,5139.0,8689.0,8925.0,8542.0,5793.0,8782.0,8421.0,9531.0,7211.0,6.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,5,15,30,30,134,127,15,5,57,54,11645,7877,489,542,23354,13637,702737,755379,36866,22559,38027,33149,1864,1042,93,72,27,7,42562,39084
413,5.0,3.0,7.0,6.0,6.0,6.0,0.0,2.0,14.0,0.0,730.0,657.0,18.0,152.0,149.0,96.0,458.0,2774.0,75.0,364.0,3.0,5.0,3.0,3.0,5.0,5.0,6.0,3.0,6.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,135.0,0.0,6.0,5.0,4.0,0.0,4.0,0.0,6.0,8.0,1.0,1.0,0.0,9.0,3.0,13.0,12.0,13.0,12.0,9.0,8.0,11.0,1.0,12.0,11.0,1849.0,1626.0,0.0,7173.0,1717.0,2777.0,3253.0,0.0,2045.0,9071.0,123.0,143.0,23.0,132.0,90.0,9.0,90.0,0.0,107.0,19.0,14380.0,16768.0,7870.0,363.0,5186.0,363.0,2348.0,0.0,12047.0,1491.0,2.0,0.0,242852.0,104823.0,492691.0,83481.0,760.0,153759.0,91926.0,0.0,0.0,190443.0,1200404.0,16229.0,18395.0,10644.0,7537.0,6904.0,3141.0,6113.0,0.0,15609.0,11487.0,9670.0,9652.0,10467.0,7752.0,5544.0,4631.0,5408.0,2774.0,9469.0,7963.0,1.0,7.0,0.0,0.0,2774.0,0.0,0.0,0.0,511.0,0.0,1516.0,924.0,6.0,13.0,3.0,5.0,7.0,16.0,96.0,0.0,61.0,25.0,100.0,10136.0,9479.0,10487.0,9816.0,5575.0,4430.0,7971.0,0.0,9132.0,8082.0,6.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,8.0,0.0,1.0,19,20,30,30,146,24,20,19,55,47,13516,15995,377,359,28162,32654,973543,387192,44455,51604,38064,35266,2774,2951,37,195,28,27,40444,34664
414,6.0,5.0,7.0,5.0,12.0,2.0,5.0,2.0,1.0,0.0,285.0,442.0,819.0,107.0,400.0,343.0,269.0,347.0,235.0,654.0,4.0,5.0,3.0,5.0,3.0,1.0,4.0,6.0,5.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,119.0,0.0,28.0,0.0,0.0,88.0,4.0,8.0,0.0,11.0,9.0,6.0,2.0,4.0,4.0,12.0,9.0,12.0,12.0,12.0,10.0,12.0,11.0,12.0,11.0,1397.0,1934.0,0.0,7330.0,514.0,3720.0,5407.0,4429.0,290.0,1374.0,146.0,37.0,7.0,130.0,144.0,24.0,132.0,16.0,156.0,113.0,8658.0,698.0,10818.0,176.0,8834.0,785.0,3934.0,644.0,5852.0,5531.0,1.0,0.0,101707.0,53188.0,267296.0,68012.0,145034.0,41757.0,572571.0,186495.0,82184.0,37002.0,1200461.0,10068.0,3137.0,14014.0,7507.0,10908.0,5139.0,9341.0,7188.0,6544.0,7023.0,8785.0,4767.0,10184.0,6727.0,11499.0,5868.0,7819.0,6497.0,8210.0,7354.0,1.0,6.0,13.0,504.0,3195.0,0.0,1559.0,632.0,0.0,2113.0,402.0,118.0,8.0,15.0,4.0,10.0,5.0,18.0,14.0,4.0,5.0,5.0,100.0,8882.0,5548.0,9831.0,9081.0,9595.0,6741.0,9660.0,7473.0,9326.0,7635.0,3.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,16,26,30,30,151,100,26,16,58,55,12961,13434,451,454,29271,16659,623806,931440,47636,33233,43063,34647,5399,3137,45,43,32,16,44130,39642
