,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_1,deathsplayer_6,riftherald_team200,ward_player_0,baron_team100,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
595,11.0,11.0,8.0,4.0,13.0,2.0,5.0,2.0,5.0,0.0,703.0,532.0,387.0,994.0,422.0,497.0,494.0,1639.0,696.0,443.0,6.0,7.0,4.0,4.0,5.0,4.0,6.0,4.0,6.0,3.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,67.0,13.0,4.0,0.0,24.0,94.0,4.0,4.0,0.0,2.0,7.0,6.0,12.0,1.0,6.0,5.0,3.0,7.0,11.0,9.0,11.0,13.0,11.0,10.0,13.0,12.0,12.0,12.0,677.0,2900.0,8927.0,13998.0,1712.0,2557.0,0.0,1863.0,6136.0,737.0,117.0,36.0,7.0,147.0,115.0,26.0,132.0,13.0,141.0,136.0,6380.0,996.0,1164.0,829.0,12712.0,1950.0,11474.0,9184.0,1123.0,9705.0,1.0,0.0,97554.0,51796.0,215904.0,98584.0,116210.0,69240.0,69903.0,367043.0,414330.0,792.0,1200423.0,9808.0,4113.0,10756.0,14827.0,15942.0,5278.0,13957.0,11179.0,7561.0,10443.0,5453.0,6327.0,8222.0,8554.0,10432.0,5522.0,10083.0,7639.0,7376.0,9363.0,8.0,10.0,2750.0,216.0,664.0,0.0,1517.0,770.0,2482.0,132.0,302.0,0.0,2.0,20.0,12.0,6.0,7.0,51.0,4.0,16.0,7.0,9.0,100.0,8479.0,5952.0,7669.0,10474.0,7579.0,6490.0,10957.0,8650.0,9416.0,8701.0,5.0,3.0,1.0,0.0,2.0,0.0,23,26,30,30,88,126,26,23,56,58,27871,11636,412,458,23035,32482,597492,903864,56611,47253,38183,40788,5701,3132,78,56,41,25,40691,43676
596,5.0,6.0,5.0,5.0,8.0,3.0,3.0,0.0,3.0,0.0,240.0,437.0,2905.0,126.0,1409.0,19.0,408.0,288.0,862.0,1761.0,1.0,5.0,0.0,3.0,3.0,4.0,5.0,6.0,2.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122.0,0.0,5.0,0.0,0.0,108.0,4.0,0.0,7.0,0.0,3.0,2.0,5.0,4.0,1.0,2.0,4.0,4.0,13.0,9.0,13.0,12.0,12.0,10.0,12.0,11.0,12.0,11.0,1550.0,1991.0,2498.0,5625.0,1239.0,2000.0,8275.0,4249.0,1278.0,7633.0,139.0,29.0,17.0,140.0,167.0,24.0,145.0,32.0,141.0,140.0,9223.0,674.0,4456.0,1357.0,8730.0,1860.0,1611.0,534.0,5681.0,1161.0,2.0,0.0,138037.0,72786.0,609838.0,58199.0,71147.0,57010.0,872679.0,244891.0,65631.0,58987.0,1200403.0,12220.0,2666.0,7587.0,10019.0,9969.0,4430.0,9886.0,6377.0,7632.0,8795.0,8800.0,4622.0,8190.0,7537.0,9158.0,6294.0,7333.0,6983.0,7307.0,7866.0,2.0,8.0,1446.0,0.0,632.0,3036.0,0.0,570.0,0.0,1593.0,672.0,0.0,7.0,17.0,5.0,5.0,7.0,14.0,6.0,3.0,5.0,9.0,100.0,10382.0,5652.0,10588.0,8878.0,9375.0,6985.0,9423.0,8200.0,8942.0,7870.0,0.0,3.0,0.0,0.0,0.0,0.0,11,21,30,30,127,112,21,11,60,55,12912,23426,487,487,25626,9661,934231,1314974,44225,35356,39979,34111,5684,2265,38,40,24,14,46208,40087
597,12.0,4.0,3.0,2.0,10.0,2.0,12.0,9.0,4.0,1.0,765.0,790.0,1607.0,496.0,105.0,670.0,398.0,589.0,1088.0,1245.0,5.0,4.0,5.0,9.0,5.0,4.0,2.0,4.0,0.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,116.0,4.0,4.0,2.0,3.0,7.0,1.0,3.0,2.0,4.0,7.0,8.0,6.0,12.0,10.0,12.0,11.0,10.0,11.0,12.0,13.0,13.0,12.0,9051.0,6882.0,8479.0,6082.0,2464.0,2176.0,0.0,12271.0,1084.0,0.0,122.0,32.0,30.0,92.0,128.0,36.0,148.0,48.0,112.0,155.0,367.0,418.0,1159.0,943.0,8627.0,1670.0,8636.0,98.0,13984.0,11900.0,0.0,1.0,118409.0,85208.0,595746.0,146423.0,10778.0,47491.0,82430.0,600849.0,119241.0,15622.0,1200367.0,10556.0,8491.0,10632.0,7945.0,12057.0,4596.0,8636.0,14181.0,16657.0,12600.0,6560.0,5815.0,9517.0,5336.0,6655.0,5695.0,7848.0,9314.0,9188.0,9470.0,9.0,0.0,1137.0,1190.0,993.0,920.0,965.0,750.0,0.0,1811.0,1589.0,699.0,7.0,21.0,5.0,3.0,8.0,15.0,7.0,1.0,11.0,10.0,200.0,8782.0,7087.0,9315.0,7617.0,6889.0,7804.0,9834.0,10142.0,10124.0,8757.0,6.0,5.0,0.0,0.0,0.0,0.0,28,15,30,30,101,124,15,28,56,60,28252,20237,408,495,12766,35036,918847,903350,45786,60565,33763,41635,4765,5289,38,50,25,39,40407,45944
598,4.0,4.0,3.0,3.0,6.0,2.0,8.0,9.0,1.0,0.0,1409.0,209.0,80.0,869.0,1484.0,262.0,1739.0,555.0,877.0,1099.0,2.0,4.0,5.0,6.0,3.0,3.0,4.0,7.0,1.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,122.0,0.0,4.0,0.0,4.0,93.0,4.0,8.0,1.0,5.0,5.0,2.0,8.0,1.0,1.0,3.0,6.0,4.0,13.0,9.0,12.0,12.0,12.0,10.0,13.0,11.0,14.0,11.0,188.0,198.0,760.0,3360.0,663.0,4989.0,4856.0,6756.0,10697.0,244.0,156.0,32.0,11.0,142.0,158.0,42.0,160.0,13.0,179.0,141.0,3160.0,5166.0,7363.0,859.0,7029.0,537.0,3694.0,44.0,1139.0,4981.0,1.0,1.0,121132.0,47241.0,188730.0,139501.0,106276.0,171756.0,164691.0,457852.0,139494.0,228371.0,1200259.0,4455.0,6195.0,9138.0,4219.0,7755.0,6289.0,8851.0,7306.0,11837.0,5991.0,7444.0,5529.0,8780.0,6944.0,10134.0,5412.0,7489.0,6980.0,9742.0,7739.0,1.0,10.0,1106.0,830.0,1014.0,0.0,62.0,762.0,300.0,506.0,0.0,766.0,6.0,32.0,12.0,3.0,56.0,58.0,66.0,8.0,10.0,7.0,100.0,10981.0,5238.0,8790.0,9341.0,9077.0,6519.0,10102.0,8194.0,11483.0,7918.0,6.0,1.0,0.0,0.0,2.0,0.0,19,17,30,30,126,109,17,19,59,58,9960,22751,509,525,18948,15024,727395,1037649,31856,40180,38714,37479,2944,2402,135,123,22,24,44708,42935
599,6.0,8.0,9.0,5.0,15.0,0.0,3.0,1.0,2.0,0.0,622.0,565.0,186.0,209.0,733.0,1254.0,291.0,173.0,232.0,586.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,4.0,6.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,113.0,4.0,8.0,0.0,0.0,92.0,6.0,4.0,4.0,0.0,5.0,3.0,5.0,5.0,3.0,0.0,3.0,4.0,11.0,9.0,12.0,12.0,11.0,10.0,12.0,10.0,11.0,10.0,1058.0,3324.0,8360.0,6317.0,1425.0,5746.0,2464.0,1434.0,796.0,1456.0,108.0,20.0,11.0,141.0,134.0,5.0,132.0,9.0,131.0,144.0,7466.0,1132.0,977.0,1193.0,7525.0,779.0,5276.0,1901.0,5219.0,5639.0,2.0,0.0,82681.0,27705.0,827778.0,185816.0,100136.0,118870.0,74747.0,510169.0,792.0,9321.0,1200327.0,8525.0,4456.0,10336.0,8143.0,8951.0,7243.0,7740.0,4170.0,6599.0,7338.0,7472.0,5715.0,7911.0,7814.0,8743.0,7104.0,6516.0,5563.0,6947.0,8886.0,4.0,10.0,0.0,0.0,998.0,632.0,0.0,717.0,0.0,834.0,584.0,242.0,17.0,36.0,2.0,14.0,17.0,45.0,13.0,7.0,54.0,11.0,100.0,8018.0,5695.0,9122.0,9411.0,7546.0,6264.0,8749.0,6300.0,7608.0,6585.0,5.0,4.0,0.0,0.0,1.0,0.0,10,22,30,30,142,102,22,10,56,52,22906,9474,399,436,17940,19167,1315281,622734,43198,30303,39044,33627,2347,1660,95,121,42,12,40361,34937
600,6.0,2.0,4.0,4.0,16.0,4.0,8.0,2.0,3.0,0.0,598.0,939.0,729.0,675.0,1907.0,1142.0,616.0,646.0,243.0,175.0,3.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,6.0,2.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,128.0,4.0,4.0,0.0,3.0,104.0,0.0,4.0,1.0,1.0,7.0,4.0,10.0,1.0,0.0,2.0,5.0,6.0,12.0,9.0,12.0,11.0,12.0,11.0,11.0,11.0,12.0,10.0,4600.0,3483.0,8459.0,9168.0,1719.0,2955.0,3337.0,835.0,8051.0,1965.0,123.0,7.0,0.0,99.0,139.0,17.0,126.0,15.0,132.0,132.0,4215.0,708.0,537.0,1346.0,15621.0,1042.0,3958.0,9089.0,1028.0,8847.0,1.0,1.0,338709.0,125084.0,143621.0,34088.0,158375.0,138793.0,77884.0,162137.0,47139.0,92658.0,1200363.0,8816.0,4738.0,9495.0,10515.0,17779.0,3998.0,7295.0,10242.0,9668.0,10812.0,7198.0,4688.0,8529.0,7090.0,9942.0,6462.0,5631.0,7046.0,8118.0,8075.0,0.0,9.0,0.0,546.0,498.0,0.0,438.0,0.0,0.0,317.0,589.0,0.0,6.0,26.0,8.0,9.0,11.0,30.0,13.0,1.0,7.0,42.0,100.0,9074.0,5128.0,8888.0,8491.0,8716.0,7497.0,8401.0,8530.0,9336.0,7166.0,4.0,4.0,0.0,13.0,1.0,0.0,14,23,30,30,138,111,23,14,58,53,26901,17671,378,412,22761,23630,813586,504902,50603,42755,39221,33558,936,1452,64,89,30,23,42666,38561
601,6.0,12.0,12.0,4.0,9.0,0.0,4.0,2.0,2.0,0.0,725.0,60.0,1511.0,1362.0,906.0,1811.0,54.0,556.0,575.0,62.0,1.0,8.0,1.0,2.0,3.0,6.0,7.0,9.0,7.0,1.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,96.0,8.0,20.0,0.0,4.0,82.0,0.0,4.0,12.0,3.0,7.0,5.0,8.0,8.0,0.0,3.0,2.0,5.0,14.0,9.0,12.0,13.0,13.0,11.0,11.0,11.0,11.0,11.0,3468.0,3937.0,1051.0,18450.0,135.0,11072.0,1374.0,9205.0,485.0,295.0,130.0,25.0,10.0,149.0,123.0,41.0,125.0,37.0,118.0,134.0,11416.0,935.0,10520.0,530.0,12648.0,842.0,4981.0,1805.0,4487.0,9402.0,1.0,1.0,106222.0,34349.0,166015.0,154734.0,74503.0,156782.0,215868.0,279655.0,53222.0,35742.0,1200362.0,15704.0,5354.0,13146.0,18981.0,13399.0,12733.0,7968.0,11543.0,5397.0,10486.0,10508.0,5075.0,9326.0,9377.0,8896.0,8645.0,6174.0,7406.0,6375.0,8827.0,0.0,8.0,819.0,482.0,1574.0,0.0,615.0,819.0,1613.0,532.0,424.0,787.0,7.0,6.0,3.0,9.0,8.0,14.0,5.0,1.0,10.0,6.0,100.0,11465.0,5210.0,9728.0,11311.0,10246.0,7853.0,7946.0,8067.0,8049.0,7924.0,0.0,9.0,0.0,0.0,0.0,0.0,13,40,30,30,133,90,40,13,63,53,34176,15296,453,439,35956,21610,658256,618836,73963,40748,46752,33857,3827,3838,41,28,37,14,50603,37196
602,5.0,3.0,1.0,0.0,8.0,4.0,2.0,2.0,3.0,1.0,1546.0,238.0,764.0,41.0,673.0,415.0,340.0,2498.0,335.0,621.0,4.0,4.0,3.0,5.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,4.0,0.0,3.0,112.0,1.0,0.0,3.0,1.0,6.0,0.0,3.0,0.0,2.0,10.0,2.0,1.0,12.0,9.0,12.0,11.0,10.0,9.0,13.0,13.0,12.0,11.0,1482.0,2346.0,555.0,6171.0,537.0,4698.0,8380.0,8980.0,4086.0,1544.0,146.0,22.0,34.0,137.0,154.0,4.0,156.0,30.0,132.0,143.0,6568.0,1082.0,10133.0,565.0,7281.0,988.0,1300.0,432.0,475.0,5232.0,0.0,0.0,205633.0,52324.0,306447.0,246818.0,56410.0,32535.0,401544.0,177842.0,581460.0,0.0,1200377.0,9063.0,3429.0,11752.0,7139.0,8505.0,6098.0,9681.0,9723.0,4766.0,6777.0,8541.0,4763.0,8474.0,5861.0,7123.0,4975.0,9130.0,9983.0,6890.0,7296.0,4.0,1.0,1011.0,0.0,1063.0,402.0,686.0,412.0,0.0,310.0,204.0,0.0,7.0,32.0,3.0,11.0,6.0,19.0,7.0,7.0,5.0,8.0,200.0,8823.0,5275.0,9047.0,7952.0,7037.0,5957.0,10156.0,10601.0,8894.0,8042.0,3.0,1.0,2.0,0.0,0.0,0.0,16,12,30,30,118,116,12,16,54,58,13443,25336,475,483,25535,8521,847843,1213170,42557,34376,34974,38062,3574,514,46,59,15,16,38816,42968
603,3.0,2.0,0.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,221.0,173.0,341.0,174.0,417.0,317.0,960.0,808.0,52.0,585.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,108.0,8.0,0.0,0.0,4.0,124.0,0.0,16.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,11.0,8.0,11.0,12.0,11.0,8.0,12.0,12.0,11.0,11.0,0.0,3449.0,448.0,701.0,7188.0,4712.0,2237.0,5804.0,219.0,0.0,125.0,38.0,19.0,170.0,165.0,11.0,160.0,10.0,138.0,167.0,5318.0,84.0,6388.0,5592.0,603.0,1095.0,5212.0,149.0,3824.0,3923.0,1.0,0.0,31842.0,38770.0,410084.0,10105.0,156602.0,111015.0,56805.0,164231.0,15560.0,45584.0,1200322.0,6891.0,3533.0,7158.0,6493.0,7792.0,6088.0,8040.0,6014.0,4043.0,4018.0,6616.0,4983.0,7416.0,7294.0,7882.0,5417.0,8585.0,7458.0,6832.0,6935.0,10.0,5.0,1572.0,0.0,321.0,199.0,0.0,280.0,590.0,60.0,0.0,94.0,9.0,28.0,13.0,11.0,11.0,34.0,10.0,12.0,7.0,13.0,200.0,8417.0,5012.0,7746.0,9121.0,7619.0,4935.0,9396.0,8770.0,7998.0,8271.0,2.0,2.0,1.0,0.0,0.0,0.0,6,6,30,30,125,144,6,6,53,54,13049,11709,490,513,18996,13192,719648,320950,34422,25648,34625,34793,2372,744,78,70,9,11,37838,39447
604,16.0,8.0,3.0,8.0,4.0,0.0,1.0,9.0,6.0,1.0,518.0,-253.0,543.0,493.0,165.0,403.0,1363.0,338.0,317.0,625.0,1.0,7.0,3.0,3.0,8.0,8.0,5.0,6.0,7.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,129.0,0.0,0.0,0.0,8.0,122.0,4.0,0.0,2.0,2.0,7.0,3.0,4.0,11.0,4.0,5.0,4.0,8.0,14.0,10.0,14.0,12.0,11.0,11.0,13.0,12.0,11.0,11.0,3079.0,5614.0,1449.0,8628.0,2826.0,0.0,4442.0,893.0,11698.0,338.0,189.0,16.0,33.0,169.0,86.0,29.0,174.0,35.0,101.0,104.0,1387.0,1163.0,12197.0,481.0,9840.0,7921.0,2207.0,8718.0,919.0,10071.0,1.0,0.0,56029.0,202324.0,326259.0,114487.0,0.0,94061.0,562526.0,215465.0,135319.0,3434.0,1200404.0,6493.0,7317.0,14813.0,9417.0,12666.0,9085.0,6649.0,10286.0,12618.0,12641.0,10758.0,6662.0,10383.0,8398.0,6990.0,9568.0,8388.0,8638.0,7297.0,8969.0,7.0,9.0,2026.0,539.0,1166.0,306.0,0.0,1163.0,0.0,675.0,0.0,2230.0,12.0,34.0,8.0,9.0,8.0,20.0,25.0,80.0,9.0,13.0,200.0,11700.0,6941.0,11440.0,9500.0,7990.0,7356.0,11264.0,9458.0,8193.0,7687.0,3.0,2.0,0.0,0.0,2.0,0.0,23,27,30,30,136,134,27,23,62,57,15982,22985,506,430,31826,23078,590836,1119068,52474,49511,46097,39954,4661,3444,57,161,26,32,47986,43543
605,23.0,3.0,1.0,4.0,6.0,2.0,12.0,7.0,10.0,1.0,618.0,839.0,660.0,419.0,193.0,830.0,925.0,1580.0,1340.0,1651.0,6.0,4.0,8.0,5.0,7.0,5.0,3.0,3.0,4.0,0.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,89.0,0.0,4.0,0.0,2.0,115.0,0.0,4.0,5.0,2.0,4.0,6.0,3.0,1.0,2.0,9.0,12.0,6.0,12.0,11.0,11.0,12.0,10.0,9.0,12.0,13.0,13.0,12.0,3079.0,3079.0,0.0,12645.0,509.0,3392.0,308.0,14653.0,12875.0,2658.0,137.0,4.0,21.0,144.0,134.0,29.0,128.0,28.0,148.0,113.0,7103.0,1347.0,5697.0,104.0,6325.0,2161.0,3652.0,2576.0,916.0,9974.0,0.0,1.0,56350.0,94201.0,218700.0,285449.0,46135.0,53713.0,106550.0,364960.0,172009.0,40297.0,1200413.0,10182.0,4984.0,7131.0,12775.0,6835.0,5554.0,5709.0,17925.0,17505.0,12925.0,7638.0,7339.0,7300.0,8964.0,7093.0,4915.0,6970.0,10120.0,11524.0,8676.0,10.0,1.0,0.0,558.0,1433.0,26.0,0.0,0.0,1747.0,696.0,3712.0,292.0,8.0,20.0,7.0,6.0,9.0,8.0,8.0,7.0,12.0,8.0,200.0,9418.0,7763.0,7635.0,9906.0,7260.0,6019.0,8886.0,10964.0,10592.0,8596.0,3.0,5.0,1.0,0.0,0.0,0.0,31,19,30,30,93,121,19,31,54,61,19625,33573,465,421,21390,18465,660347,778017,42477,59048,35910,44629,1459,7005,38,55,17,54,40238,46801
606,7.0,6.0,5.0,5.0,3.0,1.0,7.0,3.0,2.0,0.0,619.0,111.0,883.0,1222.0,237.0,979.0,978.0,377.0,834.0,473.0,7.0,7.0,6.0,3.0,5.0,4.0,3.0,4.0,3.0,0.0,6.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,102.0,5.0,0.0,0.0,0.0,148.0,0.0,8.0,6.0,1.0,4.0,10.0,1.0,2.0,8.0,7.0,5.0,4.0,11.0,9.0,12.0,13.0,11.0,9.0,13.0,14.0,12.0,11.0,868.0,2481.0,1115.0,11569.0,271.0,3873.0,3320.0,9006.0,1058.0,464.0,91.0,3.0,21.0,167.0,125.0,21.0,139.0,31.0,119.0,164.0,8491.0,493.0,5143.0,715.0,5025.0,1039.0,10456.0,692.0,7097.0,9094.0,0.0,0.0,112960.0,88393.0,163596.0,395422.0,56648.0,49422.0,59438.0,303180.0,22556.0,31111.0,1200391.0,13018.0,3097.0,6783.0,12354.0,5296.0,6103.0,14185.0,10504.0,9077.0,10160.0,8539.0,5566.0,8173.0,10582.0,6337.0,5079.0,9213.0,10617.0,8119.0,8773.0,9.0,5.0,3659.0,122.0,524.0,70.0,0.0,1190.0,408.0,805.0,921.0,600.0,16.0,35.0,14.0,20.0,85.0,78.0,18.0,3.0,73.0,21.0,200.0,8421.0,5319.0,9271.0,10615.0,7582.0,5972.0,10284.0,11486.0,8932.0,8504.0,7.0,6.0,1.0,0.0,2.0,0.0,25,23,30,30,107,156,23,25,56,59,17696,16329,425,456,20413,27832,778048,504678,43554,47023,38710,42288,5443,2856,213,150,26,20,41861,44525
607,5.0,3.0,8.0,8.0,10.0,3.0,3.0,5.0,4.0,0.0,534.0,130.0,1069.0,398.0,1153.0,308.0,191.0,614.0,61.0,396.0,3.0,10.0,3.0,3.0,4.0,5.0,4.0,6.0,3.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,0.0,8.0,0.0,0.0,148.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,9.0,2.0,3.0,5.0,4.0,13.0,9.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,12.0,7763.0,0.0,0.0,10435.0,3618.0,8482.0,0.0,0.0,6248.0,2474.0,134.0,22.0,17.0,136.0,162.0,16.0,138.0,8.0,113.0,130.0,5093.0,6445.0,7714.0,1339.0,10194.0,2103.0,9882.0,8656.0,2081.0,10885.0,1.0,0.0,189118.0,91613.0,237610.0,365308.0,227353.0,86800.0,159276.0,295418.0,189359.0,29235.0,1200372.0,12856.0,7757.0,8316.0,11774.0,14769.0,11458.0,10887.0,9129.0,9306.0,13359.0,7544.0,6305.0,8134.0,8008.0,8928.0,8208.0,6831.0,8289.0,8466.0,7529.0,1.0,8.0,0.0,1311.0,602.0,0.0,956.0,872.0,1005.0,472.0,976.0,0.0,18.0,22.0,9.0,8.0,11.0,22.0,7.0,6.0,13.0,7.0,100.0,10205.0,5051.0,9217.0,9560.0,9373.0,6505.0,9771.0,9610.0,8905.0,9084.0,3.0,3.0,0.0,10.0,1.0,0.0,18,26,30,30,123,157,26,18,59,57,30298,8722,465,411,26443,37949,1106189,764901,59173,50438,40822,37420,2430,3764,68,55,32,20,44860,42421
