,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_7,assistsplayer_8,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team200,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_1,baron_team100,deathsplayer_7,deathsplayer_8,inhibs_lost_team200,killsplayer_2,riftherald_team300,inhibs_lost_team100,assistsplayer_6,ward_player_0,baron_team200,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
582,14.0,6.0,2.0,7.0,4.0,7.0,4.0,5.0,400.0,933.0,676.0,843.0,67.0,1114.0,794.0,49.0,916.0,341.0,4.0,9.0,3.0,1.0,7.0,8.0,5.0,8.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,96.0,0.0,8.0,4.0,0.0,92.0,0.0,0.0,2.0,1.0,15.0,4.0,6.0,2.0,6.0,4.0,10.0,12.0,11.0,12.0,14.0,11.0,12.0,11.0,12.0,12.0,12.0,3598.0,4346.0,0.0,17020.0,1493.0,1077.0,1454.0,9202.0,11388.0,1848.0,112.0,8.0,15.0,130.0,117.0,80.0,102.0,14.0,135.0,141.0,7471.0,1806.0,7421.0,2894.0,7910.0,8423.0,7982.0,1298.0,1426.0,12463.0,1.0,0.0,58305.0,127706.0,164725.0,253655.0,19170.0,50081.0,75376.0,550416.0,154915.0,11395.0,1200386.0,11069.0,6680.0,7871.0,20194.0,10241.0,9578.0,9436.0,11545.0,12814.0,15520.0,7770.0,6058.0,8976.0,11737.0,8437.0,7514.0,5954.0,8049.0,6846.0,10441.0,1.0,10.0,0.0,528.0,450.0,280.0,837.0,78.0,0.0,1043.0,0.0,1208.0,6.0,19.0,6.0,7.0,9.0,15.0,7.0,7.0,6.0,12.0,100.0,9098.0,7308.0,9287.0,11859.0,7707.0,8793.0,8089.0,8954.0,9056.0,9072.0,4.0,1.0,5.0,7.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,23,34,30,30,128,92,34,23,61,58,23188,28238,454,400,34119,24975,545936,919808,58953,55995,44434,37348,1645,2779,43,51,23,32,46744,42479
583,12.0,6.0,3.0,4.0,9.0,6.0,6.0,2.0,439.0,878.0,538.0,694.0,439.0,1154.0,118.0,446.0,519.0,782.0,9.0,7.0,5.0,7.0,6.0,4.0,4.0,5.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,28.0,77.0,19.0,12.0,4.0,2.0,3.0,9.0,3.0,10.0,8.0,8.0,3.0,11.0,10.0,12.0,11.0,12.0,10.0,14.0,11.0,13.0,10.0,483.0,5776.0,731.0,5065.0,701.0,11230.0,23.0,10252.0,9804.0,320.0,118.0,13.0,6.0,86.0,153.0,36.0,175.0,26.0,154.0,108.0,11304.0,1673.0,9224.0,49.0,13515.0,393.0,16335.0,2167.0,1374.0,6672.0,1.0,0.0,126218.0,55882.0,391631.0,66748.0,72414.0,113588.0,329299.0,273110.0,224412.0,13574.0,1200316.0,11787.0,7449.0,10822.0,5114.0,14217.0,11623.0,16527.0,13377.0,11179.0,6993.0,7314.0,6863.0,8903.0,6049.0,10929.0,6704.0,11708.0,8471.0,10028.0,6782.0,8.0,3.0,0.0,0.0,866.0,0.0,0.0,0.0,168.0,958.0,0.0,0.0,9.0,37.0,10.0,10.0,49.0,29.0,12.0,4.0,7.0,9.0,200.0,8506.0,7155.0,8791.0,7968.0,8770.0,6937.0,12921.0,8194.0,11083.0,6859.0,3.0,1.0,6.0,3.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,31,25,30,30,95,136,25,31,56,58,18210,26175,399,476,34485,28221,770599,896277,53563,55525,39899,43852,866,1126,107,69,25,27,40972,46212
584,10.0,3.0,4.0,6.0,10.0,5.0,4.0,5.0,321.0,559.0,666.0,364.0,856.0,114.0,388.0,1177.0,124.0,692.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,5.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,137.0,0.0,0.0,2.0,1.0,7.0,3.0,0.0,5.0,4.0,0.0,3.0,12.0,9.0,12.0,13.0,10.0,10.0,12.0,12.0,12.0,10.0,0.0,3278.0,4400.0,10484.0,4798.0,3610.0,7973.0,483.0,4955.0,977.0,162.0,6.0,152.0,20.0,142.0,2.0,120.0,35.0,168.0,147.0,7545.0,1066.0,703.0,556.0,1003.0,1089.0,2629.0,6952.0,462.0,9072.0,1.0,1.0,138699.0,131743.0,98476.0,381298.0,25965.0,31192.0,428027.0,315616.0,305508.0,21084.0,1200318.0,7545.0,4791.0,5103.0,15360.0,7513.0,5167.0,10602.0,7792.0,5651.0,10049.0,7641.0,5544.0,6626.0,9538.0,7221.0,4749.0,7333.0,8867.0,6624.0,7677.0,2.0,10.0,0.0,446.0,0.0,4319.0,1710.0,468.0,0.0,356.0,233.0,0.0,8.0,39.0,12.0,3.0,14.0,34.0,11.0,4.0,7.0,4.0,100.0,9527.0,5840.0,8861.0,10030.0,7059.0,6405.0,9620.0,9314.0,9491.0,7143.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12,30,30,142,137,12,13,57,55,23292,17666,478,476,10896,20181,675630,1201978,40688,38885,35775,36045,6497,1035,71,65,23,24,41882,41408
585,5.0,6.0,6.0,7.0,1.0,4.0,1.0,3.0,106.0,211.0,219.0,360.0,112.0,275.0,273.0,106.0,40.0,128.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.18.395.7538,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,100.0,12.0,0.0,4.0,15.0,88.0,0.0,4.0,4.0,1.0,5.0,0.0,1.0,5.0,2.0,2.0,4.0,13.0,9.0,11.0,13.0,9.0,11.0,12.0,12.0,12.0,12.0,7617.0,5462.0,1398.0,678.0,3562.0,0.0,596.0,536.0,5468.0,45.0,171.0,6.0,18.0,115.0,2.0,170.0,119.0,33.0,135.0,162.0,1649.0,183.0,9508.0,9152.0,1441.0,2233.0,7280.0,4923.0,809.0,9367.0,0.0,2.0,31213.0,123131.0,470771.0,34975.0,30593.0,1421.0,41327.0,111357.0,136368.0,51135.0,1200412.0,9726.0,6110.0,11835.0,10030.0,5194.0,2569.0,8639.0,5995.0,6278.0,10312.0,9196.0,5216.0,8394.0,8765.0,4902.0,7105.0,8563.0,7106.0,7030.0,8708.0,4.0,10.0,459.0,464.0,928.0,200.0,190.0,336.0,761.0,535.0,0.0,898.0,9.0,23.0,24.0,4.0,35.0,13.0,11.0,6.0,12.0,7.0,100.0,10955.0,5719.0,8380.0,10271.0,5521.0,7592.0,9445.0,8767.0,8767.0,9437.0,1.0,2.0,1.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,17,30,30,128,107,17,14,57,57,13255,12107,476,455,23983,22562,568973,463318,39354,37334,38362,36623,2113,2658,85,59,21,13,42719,42135
586,5.0,6.0,1.0,2.0,2.0,3.0,2.0,4.0,938.0,225.0,526.0,1003.0,734.0,702.0,2626.0,505.0,932.0,1237.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,4.0,0.0,0.0,16.0,108.0,4.0,0.0,5.0,0.0,3.0,1.0,0.0,3.0,4.0,1.0,2.0,12.0,8.0,11.0,10.0,11.0,8.0,13.0,10.0,11.0,12.0,199.0,1179.0,1895.0,377.0,9339.0,616.0,0.0,626.0,4320.0,148.0,144.0,27.0,14.0,97.0,149.0,31.0,116.0,11.0,137.0,169.0,9121.0,380.0,624.0,5070.0,259.0,166.0,5514.0,3877.0,871.0,5793.0,1.0,1.0,104738.0,33896.0,118357.0,50579.0,174372.0,6373.0,91567.0,80045.0,204407.0,31552.0,1200423.0,9882.0,1909.0,3006.0,5618.0,9598.0,883.0,5514.0,4651.0,5192.0,5941.0,7978.0,4645.0,6541.0,6738.0,6259.0,4097.0,7676.0,7230.0,7082.0,7747.0,4.0,7.0,562.0,348.0,486.0,170.0,0.0,100.0,0.0,148.0,0.0,0.0,14.0,129.0,64.0,39.0,23.0,63.0,23.0,11.0,8.0,15.0,100.0,8983.0,4540.0,7476.0,7039.0,7938.0,4597.0,10425.0,6936.0,8397.0,8680.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,9,30,30,108,128,9,10,52,54,12426,6273,435,460,15240,16435,454419,441467,28987,23207,31613,34380,1318,496,203,186,13,15,36033,38978
587,4.0,3.0,3.0,4.0,3.0,6.0,4.0,4.0,561.0,274.0,318.0,49.0,284.0,473.0,1817.0,3131.0,565.0,359.0,4.0,3.0,6.0,3.0,3.0,6.0,0.0,6.0,2.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,85.0,0.0,2.0,0.0,0.0,1.0,12.0,158.0,0.0,0.0,1.0,4.0,6.0,4.0,2.0,5.0,7.0,2.0,4.0,10.0,9.0,11.0,13.0,11.0,10.0,14.0,14.0,12.0,12.0,3614.0,4070.0,4566.0,447.0,1259.0,0.0,0.0,0.0,9793.0,1565.0,13.0,8.0,87.0,150.0,164.0,25.0,149.0,24.0,151.0,155.0,1208.0,1029.0,434.0,7019.0,9546.0,6556.0,8789.0,10107.0,2193.0,7087.0,0.0,1.0,404700.0,150261.0,92299.0,226304.0,459994.0,86871.0,115716.0,248362.0,245788.0,97905.0,1200341.0,5277.0,5543.0,7003.0,8356.0,10886.0,6891.0,10085.0,10831.0,11986.0,8673.0,5511.0,5824.0,5363.0,8024.0,9209.0,5748.0,9967.0,10531.0,7880.0,8109.0,5.0,1.0,453.0,444.0,2002.0,889.0,80.0,334.0,1295.0,724.0,0.0,20.0,3.0,19.0,6.0,8.0,7.0,17.0,6.0,4.0,5.0,35.0,200.0,6965.0,5979.0,7797.0,10622.0,8280.0,6142.0,11867.0,12093.0,9333.0,8600.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22,14,30,30,88,170,14,22,55,61,9886,15428,439,487,24763,29205,1270168,858032,38413,47118,33855,42311,3758,2483,41,69,15,19,39806,47872
588,11.0,4.0,2.0,1.0,6.0,6.0,6.0,5.0,16.0,337.0,807.0,880.0,1904.0,676.0,236.0,366.0,113.0,408.0,7.0,3.0,4.0,3.0,1.0,8.0,0.0,2.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,104.0,0.0,0.0,0.0,4.0,103.0,0.0,8.0,0.0,2.0,0.0,7.0,2.0,5.0,7.0,3.0,6.0,11.0,10.0,11.0,12.0,12.0,9.0,13.0,11.0,13.0,11.0,4104.0,2205.0,5605.0,7360.0,2836.0,5262.0,1118.0,1858.0,11348.0,639.0,102.0,21.0,16.0,155.0,164.0,18.0,143.0,10.0,141.0,159.0,4564.0,1881.0,226.0,314.0,6981.0,564.0,8600.0,9161.0,853.0,7361.0,0.0,1.0,304239.0,144245.0,29200.0,24476.0,133755.0,81302.0,140760.0,120835.0,185805.0,157796.0,1200323.0,8669.0,4671.0,5974.0,7674.0,10200.0,8686.0,9719.0,11690.0,12201.0,8866.0,5381.0,5337.0,6807.0,6475.0,9512.0,5551.0,9371.0,8706.0,7183.0,8258.0,8.0,3.0,0.0,584.0,143.0,0.0,382.0,2859.0,0.0,670.0,0.0,866.0,9.0,27.0,24.0,10.0,9.0,25.0,9.0,4.0,10.0,9.0,200.0,8068.0,6728.0,8266.0,9537.0,9115.0,6065.0,10511.0,7902.0,10599.0,8508.0,2.0,0.0,6.0,2.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,23,13,30,30,108,115,12,23,55,58,25167,17168,455,474,12649,27856,572972,749441,41203,47147,33726,38855,3384,2120,77,59,15,31,41051,44248
589,7.0,4.0,1.0,3.0,7.0,9.0,5.0,2.0,84.0,298.0,444.0,485.0,869.0,786.0,549.0,1136.0,1929.0,1017.0,2.0,2.0,3.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,124.0,15.0,4.0,0.0,4.0,120.0,6.0,8.0,2.0,1.0,5.0,0.0,0.0,0.0,3.0,8.0,5.0,12.0,9.0,11.0,13.0,10.0,9.0,11.0,12.0,13.0,12.0,1934.0,1300.0,2426.0,7444.0,336.0,2380.0,4824.0,1055.0,15335.0,1142.0,161.0,22.0,12.0,141.0,158.0,4.0,74.0,12.0,175.0,162.0,11408.0,677.0,1278.0,1167.0,4920.0,1375.0,690.0,6910.0,1216.0,4737.0,1.0,1.0,446263.0,45881.0,288959.0,26923.0,22622.0,83700.0,393043.0,147499.0,89150.0,18572.0,1200426.0,13741.0,2275.0,5874.0,9092.0,5354.0,3894.0,5729.0,9601.0,16642.0,6179.0,8484.0,4623.0,6994.0,8335.0,6444.0,4491.0,5174.0,8011.0,11398.0,8742.0,3.0,9.0,398.0,298.0,2169.0,480.0,97.0,137.0,214.0,1636.0,90.0,298.0,6.0,26.0,4.0,8.0,10.0,119.0,12.0,3.0,10.0,8.0,100.0,9425.0,5054.0,7973.0,10077.0,7293.0,6117.0,7538.0,9309.0,10620.0,9206.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,64.0,0.0,0.0,17,8,30,30,147,138,8,17,55,57,14520,23656,476,445,20148,14230,868467,694145,37955,40426,34748,37948,3281,2536,147,59,17,28,40885,41727
590,2.0,3.0,3.0,6.0,8.0,1.0,2.0,1.0,344.0,413.0,770.0,607.0,280.0,270.0,661.0,472.0,241.0,203.0,2.0,7.0,0.0,1.0,4.0,1.0,8.0,1.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,14.0,8.0,103.0,0.0,4.0,0.0,0.0,6.0,124.0,4.0,3.0,3.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,12.0,9.0,13.0,13.0,10.0,9.0,11.0,12.0,12.0,10.0,676.0,8328.0,13563.0,369.0,580.0,2101.0,255.0,5433.0,0.0,542.0,118.0,22.0,36.0,169.0,137.0,31.0,119.0,158.0,26.0,150.0,2921.0,606.0,583.0,8848.0,4505.0,752.0,4982.0,259.0,4035.0,5616.0,1.0,0.0,57207.0,164786.0,143846.0,74733.0,5416.0,19692.0,105758.0,131259.0,204613.0,0.0,1200305.0,4081.0,9327.0,14743.0,9683.0,5086.0,3161.0,5848.0,5823.0,4358.0,6158.0,7409.0,5853.0,10360.0,8742.0,7055.0,4745.0,5741.0,7197.0,7151.0,6603.0,2.0,11.0,484.0,392.0,596.0,466.0,0.0,308.0,610.0,130.0,322.0,0.0,13.0,325.0,5.0,8.0,7.0,58.0,11.0,8.0,9.0,13.0,100.0,8996.0,5884.0,10597.0,11324.0,7051.0,6092.0,7635.0,9832.0,8855.0,7091.0,2.0,2.0,4.0,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,8,21,30,30,121,142,21,8,57,54,17289,14558,491,475,17609,15498,300894,606416,36754,31514,38311,32545,1854,1454,91,366,22,6,44060,39297
591,12.0,4.0,4.0,3.0,7.0,8.0,5.0,8.0,674.0,1445.0,425.0,369.0,110.0,1030.0,304.0,3803.0,1268.0,4275.0,5.0,5.0,6.0,7.0,5.0,3.0,1.0,2.0,0.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,4.0,0.0,0.0,0.0,101.0,22.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,7.0,6.0,8.0,12.0,10.0,11.0,10.0,11.0,9.0,13.0,12.0,13.0,13.0,0.0,4591.0,3722.0,415.0,7740.0,5260.0,2248.0,2763.0,0.0,5674.0,132.0,19.0,20.0,108.0,113.0,15.0,137.0,30.0,155.0,156.0,10820.0,623.0,3390.0,8570.0,1053.0,292.0,5114.0,11280.0,8617.0,17750.0,1.0,1.0,159772.0,116247.0,148277.0,104106.0,612970.0,97907.0,129341.0,207562.0,163135.0,37356.0,1200331.0,10820.0,5994.0,7706.0,9140.0,8854.0,6163.0,7544.0,15717.0,9333.0,23496.0,7239.0,6420.0,6125.0,7269.0,7215.0,6990.0,8324.0,10338.0,10388.0,11283.0,11.0,1.0,0.0,780.0,594.0,154.0,60.0,610.0,182.0,1673.0,716.0,72.0,6.0,14.0,4.0,5.0,7.0,20.0,7.0,3.0,4.0,10.0,200.0,8736.0,6523.0,7516.0,7226.0,7485.0,5630.0,10171.0,9291.0,10222.0,10481.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,26,15,30,30,102,127,15,26,53,61,17137,15276,388,497,24125,43384,1123032,653641,42683,62084,34838,46753,1418,3423,42,38,20,37,36593,46688
592,10.0,7.0,6.0,10.0,4.0,6.0,8.0,3.0,554.0,944.0,239.0,118.0,1890.0,1055.0,268.0,2856.0,703.0,512.0,8.0,7.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,11.0,4.0,0.0,0.0,111.0,4.0,8.0,7.0,3.0,6.0,2.0,8.0,8.0,4.0,5.0,5.0,12.0,10.0,11.0,12.0,11.0,9.0,12.0,13.0,12.0,11.0,9753.0,2996.0,419.0,1573.0,599.0,10595.0,10897.0,7531.0,0.0,0.0,106.0,37.0,21.0,122.0,118.0,21.0,125.0,38.0,99.0,126.0,858.0,1562.0,8426.0,12692.0,8124.0,408.0,2310.0,1208.0,8283.0,9891.0,1.0,1.0,473592.0,77223.0,137068.0,101696.0,77881.0,112080.0,201770.0,145848.0,96375.0,113026.0,1200389.0,10759.0,5001.0,9559.0,14931.0,8723.0,14470.0,14145.0,9275.0,8799.0,9891.0,8554.0,6784.0,6989.0,8843.0,7865.0,7704.0,8577.0,9856.0,7733.0,7587.0,11.0,5.0,147.0,442.0,714.0,665.0,0.0,3466.0,938.0,534.0,516.0,0.0,6.0,30.0,59.0,19.0,55.0,36.0,78.0,3.0,6.0,14.0,200.0,9826.0,6530.0,7394.0,9915.0,8071.0,5663.0,8850.0,9972.0,8703.0,7656.0,4.0,0.0,5.0,5.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,25,26,30,30,106,124,26,25,55,58,22939,21424,388,425,30508,23254,902317,634242,58442,47111,39955,40537,4992,2430,175,131,31,29,40869,41711
593,5.0,5.0,4.0,4.0,10.0,3.0,4.0,4.0,87.0,598.0,1093.0,822.0,90.0,563.0,458.0,321.0,854.0,479.0,7.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.15.389.2308,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,113.0,8.0,8.0,3.0,3.0,2.0,4.0,1.0,5.0,6.0,3.0,2.0,12.0,10.0,12.0,12.0,11.0,10.0,13.0,12.0,12.0,11.0,0.0,3430.0,5867.0,4445.0,0.0,2275.0,33.0,2967.0,12812.0,1411.0,135.0,10.0,17.0,131.0,172.0,31.0,153.0,30.0,150.0,144.0,6206.0,697.0,1213.0,547.0,4496.0,807.0,9431.0,2764.0,559.0,3025.0,1.0,1.0,50040.0,83766.0,507125.0,24640.0,3436.0,26593.0,175228.0,197540.0,176053.0,25471.0,1200404.0,7195.0,4128.0,7756.0,8551.0,5347.0,3504.0,12553.0,6313.0,13371.0,4436.0,7832.0,5723.0,8358.0,6482.0,8415.0,5188.0,9028.0,9316.0,8589.0,8054.0,6.0,9.0,988.0,0.0,675.0,3557.0,850.0,422.0,3088.0,581.0,0.0,0.0,12.0,32.0,5.0,10.0,9.0,31.0,8.0,336.0,11.0,12.0,100.0,8978.0,6369.0,9051.0,9156.0,8408.0,6529.0,9986.0,9018.0,9894.0,7897.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,19,14,30,30,106,129,14,19,57,58,12587,20653,486,487,13269,16476,611834,658058,32353,40801,36275,40710,6492,3669,67,399,25,17,42122,43164
594,4.0,0.0,2.0,2.0,2.0,3.0,2.0,5.0,242.0,519.0,194.0,936.0,94.0,1185.0,288.0,360.0,421.0,375.0,2.0,5.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,125.0,1.0,0.0,0.0,8.0,4.0,0.0,102.0,0.0,4.0,2.0,2.0,6.0,4.0,2.0,1.0,6.0,3.0,2.0,12.0,9.0,13.0,13.0,12.0,7.0,12.0,12.0,11.0,12.0,0.0,5254.0,9091.0,13860.0,506.0,1824.0,1117.0,9227.0,5081.0,574.0,12.0,24.0,159.0,157.0,181.0,24.0,105.0,31.0,94.0,151.0,7404.0,613.0,1581.0,3218.0,6780.0,504.0,834.0,1198.0,221.0,6030.0,0.0,1.0,228397.0,120124.0,106080.0,41215.0,95512.0,106633.0,361431.0,122074.0,189192.0,45051.0,1200364.0,7852.0,6281.0,10673.0,17521.0,7335.0,2570.0,1952.0,11072.0,5303.0,6604.0,7632.0,5819.0,7269.0,9156.0,8848.0,4820.0,5538.0,8909.0,5991.0,7625.0,2.0,10.0,447.0,414.0,0.0,442.0,48.0,242.0,0.0,647.0,0.0,0.0,1.0,272.0,13.0,10.0,18.0,21.0,11.0,57.0,11.0,55.0,100.0,9036.0,5363.0,9988.0,10370.0,9457.0,3504.0,8756.0,9465.0,7791.0,9183.0,5.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,14,15,30,30,137,107,15,14,57,56,25281,21253,533,405,19487,8896,577837,837872,45951,31212,37725,33882,1179,1061,63,406,11,15,42355,40558
