,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team200,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,inhibs_lost_team200,killsplayer_5,riftherald_team100,riftherald_team300,towers_lost_team200,ward_player_0,baron_team100,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
543,4.0,5.0,5.0,2.0,3.0,3.0,2.0,8.0,9.0,6.0,1.0,367.0,582.0,704.0,211.0,25.0,322.0,56.0,1980.0,1036.0,1474.0,2.0,4.0,4.0,6.0,4.0,4.0,8.0,3.0,4.0,2.0,4.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,70.0,1.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,7.0,2.0,10.0,2.0,1.0,2.0,9.0,1.0,6.0,13.0,9.0,11.0,11.0,10.0,9.0,10.0,12.0,12.0,12.0,123.0,3818.0,9349.0,0.0,867.0,3519.0,425.0,986.0,11248.0,849.0,124.0,13.0,11.0,99.0,122.0,32.0,92.0,3.0,108.0,134.0,13841.0,283.0,2053.0,7396.0,2273.0,831.0,5068.0,12154.0,1454.0,16499.0,0.0,70136.0,156932.0,250361.0,106644.0,0.0,62236.0,16184.0,474629.0,235243.0,25563.0,1200443.0,15143.0,4418.0,12326.0,9257.0,3308.0,4678.0,6452.0,13835.0,13317.0,17349.0,9182.0,5642.0,8494.0,6091.0,6050.0,4897.0,5706.0,10195.0,6111.0,9298.0,5.0,1178.0,316.0,924.0,1861.0,166.0,328.0,958.0,694.0,614.0,0.0,12.0,56.0,1.0,14.0,20.0,39.0,14.0,25.0,14.0,8.0,100.0,10229.0,5485.0,8363.0,8513.0,6591.0,5633.0,7088.0,9382.0,8670.0,9078.0,2.0,1.0,0.0,1.0,9.0,0.0,1.0,20,21,30,30,75,112,21,20,54,55,13858,17326,388,350,26394,35458,489377,908551,44712,55371,34714,36952,4457,2582,86,117,17,30,39329,39703
544,4.0,10.0,7.0,5.0,3.0,13.0,4.0,2.0,8.0,4.0,0.0,3234.0,458.0,811.0,1950.0,704.0,615.0,177.0,428.0,521.0,1074.0,1.0,5.0,4.0,4.0,8.0,4.0,6.0,7.0,5.0,4.0,1.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,120.0,6.0,4.0,2.0,4.0,77.0,1.0,0.0,0.0,9.0,1.0,5.0,11.0,1.0,1.0,3.0,4.0,12.0,15.0,9.0,12.0,13.0,10.0,10.0,12.0,10.0,11.0,11.0,0.0,3842.0,0.0,16277.0,229.0,12274.0,190.0,371.0,12792.0,13548.0,173.0,26.0,12.0,133.0,122.0,21.0,100.0,10.0,95.0,132.0,21805.0,1375.0,8382.0,371.0,5306.0,1394.0,8676.0,5378.0,567.0,725.0,1.0,279112.0,75298.0,298122.0,122331.0,14897.0,194395.0,17511.0,44887.0,209423.0,89687.0,1200411.0,21805.0,6281.0,9106.0,16649.0,5536.0,14296.0,9311.0,5902.0,14477.0,14992.0,12749.0,5158.0,8676.0,10885.0,6254.0,6265.0,5752.0,5943.0,6966.0,10739.0,1.0,0.0,1063.0,724.0,0.0,0.0,627.0,444.0,152.0,1117.0,718.0,10.0,11.0,10.0,6.0,6.0,16.0,5.0,2.0,7.0,7.0,100.0,13117.0,5702.0,8688.0,10346.0,6667.0,7099.0,8614.0,6420.0,7754.0,8380.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,21,27,30,30,138,87,27,21,60,53,28780,30743,461,363,37258,16721,908857,436806,67392,50963,44829,34558,1351,3494,48,32,32,28,45917,36870
545,1.0,11.0,6.0,5.0,2.0,9.0,3.0,9.0,3.0,2.0,2.0,118.0,127.0,361.0,401.0,1102.0,344.0,523.0,526.0,1289.0,373.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,7.0,5.0,2.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,8.0,0.0,0.0,4.0,108.0,4.0,0.0,0.0,0.0,1.0,11.0,6.0,3.0,7.0,1.0,4.0,8.0,12.0,10.0,13.0,12.0,11.0,9.0,12.0,12.0,12.0,12.0,0.0,2970.0,1464.0,0.0,4559.0,1987.0,77.0,0.0,2349.0,1981.0,137.0,23.0,19.0,111.0,137.0,29.0,139.0,17.0,144.0,172.0,7751.0,987.0,18932.0,8269.0,542.0,909.0,11584.0,9449.0,9363.0,11225.0,0.0,116162.0,40867.0,272570.0,67785.0,113786.0,93409.0,139458.0,224251.0,13148.0,16621.0,1200353.0,7751.0,4404.0,21856.0,8825.0,5102.0,2897.0,14854.0,11137.0,12845.0,13269.0,6158.0,5762.0,11436.0,8581.0,6882.0,4729.0,8998.0,6761.0,8429.0,9873.0,4.0,0.0,446.0,1459.0,556.0,0.0,0.0,3192.0,1687.0,1132.0,62.0,13.0,48.0,4.0,4.0,10.0,152.0,14.0,6.0,4.0,14.0,100.0,8822.0,6388.0,10917.0,8628.0,8260.0,5773.0,9766.0,9127.0,9191.0,9068.0,1.0,0.0,1.0,1.0,8.0,88.0,0.0,21,20,30,30,144,116,20,21,57,58,8010,7377,433,495,36403,42608,663712,434345,46431,56509,37786,39823,2015,6519,183,86,23,28,42400,43540
546,0.0,5.0,3.0,3.0,4.0,7.0,5.0,6.0,4.0,4.0,1.0,903.0,216.0,1116.0,1568.0,835.0,345.0,250.0,167.0,495.0,409.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,124.0,4.0,4.0,0.0,0.0,107.0,0.0,12.0,0.0,0.0,2.0,4.0,5.0,1.0,4.0,2.0,4.0,1.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,11.0,10.0,679.0,0.0,7525.0,1468.0,609.0,1491.0,260.0,3840.0,6348.0,455.0,149.0,14.0,20.0,136.0,167.0,37.0,141.0,24.0,113.0,148.0,2085.0,3899.0,720.0,11315.0,3903.0,858.0,11097.0,92.0,157.0,5882.0,2.0,49398.0,35081.0,100604.0,28009.0,11264.0,56282.0,73525.0,499859.0,183449.0,36765.0,1200443.0,2765.0,3899.0,8665.0,13307.0,4512.0,2856.0,11617.0,4099.0,6948.0,6433.0,6761.0,5316.0,7691.0,7718.0,7265.0,5020.0,7700.0,7677.0,7705.0,7134.0,10.0,0.0,0.0,420.0,523.0,0.0,506.0,260.0,166.0,442.0,95.0,11.0,23.0,77.0,34.0,10.0,32.0,8.0,6.0,10.0,11.0,200.0,9298.0,6168.0,8708.0,8833.0,6855.0,6327.0,9908.0,8639.0,7792.0,6969.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,13,10,30,30,140,119,10,13,56,55,11772,10903,509,440,18881,21127,245557,828679,32105,32996,34455,35532,1449,963,164,58,17,24,40021,39476
547,5.0,11.0,3.0,5.0,8.0,8.0,7.0,7.0,2.0,3.0,1.0,276.0,87.0,1103.0,98.0,578.0,815.0,567.0,1815.0,646.0,309.0,6.0,2.0,2.0,4.0,6.0,4.0,2.0,3.0,3.0,4.0,0.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,115.0,0.0,0.0,0.0,4.0,137.0,4.0,0.0,0.0,1.0,0.0,3.0,5.0,3.0,3.0,6.0,6.0,7.0,12.0,9.0,11.0,12.0,10.0,10.0,13.0,11.0,13.0,10.0,719.0,3835.0,449.0,11792.0,5313.0,8396.0,447.0,1334.0,8433.0,0.0,118.0,44.0,29.0,145.0,62.0,75.0,169.0,3.0,149.0,67.0,10536.0,1559.0,5527.0,880.0,1619.0,3066.0,8590.0,6043.0,1141.0,6347.0,1.0,154745.0,59258.0,464532.0,161970.0,23749.0,102926.0,29435.0,378846.0,407917.0,101332.0,1200362.0,11256.0,7083.0,6198.0,13300.0,6972.0,11463.0,9038.0,7697.0,9647.0,6915.0,6251.0,6261.0,7653.0,8343.0,7663.0,6870.0,8967.0,8990.0,8856.0,8024.0,11.0,0.0,1689.0,221.0,628.0,40.0,0.0,0.0,320.0,72.0,567.0,9.0,52.0,7.0,10.0,32.0,26.0,12.0,10.0,10.0,7.0,200.0,8937.0,5949.0,8338.0,8983.0,6937.0,7282.0,10434.0,8460.0,10011.0,6441.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,22,14,60,30,127,145,14,22,55,56,26669,14049,429,432,21628,23680,907922,976788,49189,40380,36780,41098,889,2648,84,91,29,30,40477,41295
548,5.0,12.0,8.0,5.0,5.0,12.0,0.0,7.0,5.0,6.0,0.0,2430.0,757.0,134.0,3357.0,2142.0,354.0,303.0,312.0,66.0,2102.0,2.0,3.0,2.0,5.0,4.0,6.0,2.0,7.0,5.0,7.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.0,13.0,0.0,0.0,80.0,0.0,4.0,0.0,3.0,2.0,5.0,11.0,4.0,2.0,4.0,4.0,7.0,13.0,9.0,11.0,13.0,12.0,9.0,12.0,11.0,12.0,10.0,11058.0,2447.0,875.0,1050.0,1104.0,5274.0,4396.0,380.0,11290.0,1279.0,159.0,19.0,17.0,136.0,148.0,29.0,150.0,7.0,129.0,125.0,166.0,1168.0,8833.0,13506.0,5430.0,375.0,377.0,8358.0,2169.0,12530.0,0.0,279798.0,177332.0,230559.0,113241.0,20711.0,56023.0,184542.0,303663.0,95340.0,255322.0,1200403.0,11472.0,3615.0,10319.0,15045.0,6535.0,5929.0,4774.0,9738.0,16117.0,15125.0,8021.0,5972.0,8774.0,11567.0,9182.0,5389.0,6413.0,7227.0,7196.0,8777.0,1.0,247.0,0.0,610.0,488.0,0.0,280.0,0.0,1000.0,2657.0,1315.0,9.0,29.0,4.0,4.0,10.0,27.0,9.0,2.0,57.0,9.0,100.0,11277.0,5740.0,8222.0,10693.0,8779.0,6084.0,8628.0,7670.0,8891.0,6939.0,2.0,1.0,2.0,0.0,10.0,0.0,1.0,19,24,30,30,121,84,24,19,58,54,19361,19792,489,430,28310,24602,700332,1016199,49300,49369,42933,35585,1625,4972,54,106,35,30,45055,37868
549,3.0,6.0,6.0,6.0,3.0,5.0,1.0,3.0,7.0,4.0,0.0,915.0,336.0,1273.0,1096.0,695.0,1072.0,596.0,179.0,546.0,109.0,2.0,3.0,2.0,5.0,0.0,6.0,6.0,3.0,4.0,3.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,124.0,4.0,4.0,0.0,0.0,115.0,10.0,0.0,0.0,2.0,0.0,10.0,6.0,1.0,6.0,7.0,0.0,2.0,13.0,10.0,13.0,13.0,10.0,9.0,12.0,13.0,12.0,11.0,7540.0,739.0,13247.0,3005.0,129.0,4138.0,4580.0,919.0,6532.0,1435.0,147.0,26.0,25.0,158.0,141.0,11.0,120.0,26.0,133.0,163.0,1450.0,283.0,2307.0,10749.0,7049.0,599.0,1892.0,10324.0,1175.0,10514.0,0.0,438211.0,114633.0,461691.0,23215.0,25904.0,118388.0,32036.0,544713.0,787754.0,155407.0,1200305.0,8990.0,1023.0,16471.0,14053.0,7179.0,4941.0,9301.0,12853.0,7708.0,11950.0,7915.0,4586.0,10508.0,9354.0,7035.0,4972.0,7631.0,8989.0,6846.0,8309.0,2.0,0.0,0.0,916.0,298.0,0.0,202.0,2828.0,1609.0,0.0,0.0,8.0,22.0,1.0,8.0,9.0,25.0,8.0,7.0,9.0,7.0,100.0,10066.0,6272.0,10862.0,10405.0,6704.0,6104.0,8704.0,10065.0,9865.0,7532.0,2.0,0.0,1.0,1.0,11.0,0.0,1.0,15,19,30,30,136,125,19,15,58,58,28059,14205,482,468,22154,24188,1067409,1634543,51634,42835,39784,36361,1416,4437,51,53,23,21,44141,42438
550,2.0,9.0,0.0,1.0,3.0,6.0,3.0,4.0,4.0,6.0,0.0,1138.0,507.0,1000.0,930.0,1271.0,177.0,503.0,2683.0,563.0,1629.0,4.0,1.0,3.0,4.0,8.0,4.0,5.0,2.0,1.0,4.0,0.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,94.0,8.0,0.0,0.0,2.0,125.0,16.0,4.0,0.0,3.0,1.0,8.0,1.0,0.0,1.0,7.0,8.0,6.0,12.0,10.0,12.0,11.0,8.0,9.0,11.0,12.0,13.0,11.0,2539.0,5514.0,623.0,9353.0,385.0,2270.0,454.0,10040.0,792.0,2105.0,102.0,10.0,46.0,131.0,108.0,20.0,98.0,17.0,161.0,115.0,12748.0,699.0,8052.0,1034.0,6091.0,127.0,7343.0,1702.0,9166.0,9378.0,0.0,334243.0,106440.0,77284.0,22263.0,201037.0,129813.0,160478.0,366997.0,110772.0,29293.0,1200385.0,15288.0,6628.0,9167.0,10525.0,8688.0,2398.0,10301.0,12511.0,10362.0,12584.0,6838.0,5182.0,9875.0,7170.0,5681.0,5737.0,6418.0,9548.0,9298.0,7844.0,9.0,0.0,414.0,491.0,136.0,2211.0,0.0,2502.0,768.0,404.0,1100.0,7.0,45.0,5.0,7.0,7.0,26.0,9.0,4.0,9.0,8.0,200.0,9598.0,6582.0,8842.0,8387.0,4939.0,6109.0,8457.0,9892.0,10815.0,7619.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,23,13,30,30,102,147,13,23,52,57,15170,18905,407,401,28052,28288,764640,773980,46066,52386,35301,38290,2838,5188,52,75,12,26,37875,43365
551,1.0,9.0,7.0,1.0,6.0,8.0,2.0,3.0,4.0,7.0,2.0,806.0,652.0,2126.0,1246.0,331.0,629.0,345.0,167.0,232.0,525.0,0.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,4.0,CLASSIC,MATCHED_GAME,11.19.398.9466,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,86.0,7.0,0.0,0.0,4.0,105.0,3.0,0.0,0.0,10.0,3.0,1.0,5.0,0.0,1.0,5.0,2.0,4.0,13.0,10.0,12.0,12.0,9.0,10.0,12.0,11.0,11.0,11.0,699.0,2560.0,3999.0,222.0,587.0,2311.0,5159.0,8.0,1100.0,1319.0,143.0,24.0,32.0,153.0,96.0,5.0,151.0,19.0,135.0,166.0,12737.0,1528.0,188.0,6715.0,4703.0,528.0,410.0,5549.0,8266.0,10146.0,0.0,51545.0,172089.0,407598.0,169187.0,15012.0,20220.0,129575.0,260806.0,859.0,124272.0,1200287.0,13436.0,4403.0,4231.0,7716.0,5291.0,2840.0,6777.0,5887.0,9603.0,11531.0,11356.0,5876.0,7251.0,7881.0,5631.0,5514.0,6720.0,7457.0,6952.0,8435.0,8.0,0.0,314.0,43.0,778.0,0.0,0.0,1207.0,329.0,236.0,65.0,6.0,25.0,3.0,11.0,9.0,22.0,11.0,14.0,28.0,6.0,200.0,10394.0,6128.0,8813.0,9959.0,5883.0,6236.0,8721.0,7410.0,8452.0,8181.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,15,19,30,30,128,112,19,15,56,55,7818,10146,429,495,24871,25899,663562,687601,33514,38201,37633,35440,821,2151,51,84,23,25,41285,38892
552,0.0,7.0,10.0,5.0,6.0,9.0,4.0,6.0,2.0,4.0,0.0,2914.0,202.0,805.0,-244.0,6.0,249.0,526.0,792.0,792.0,777.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,142.0,0.0,4.0,0.0,0.0,113.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,4.0,4.0,3.0,4.0,3.0,13.0,9.0,13.0,11.0,11.0,9.0,13.0,12.0,13.0,11.0,0.0,2254.0,2139.0,108.0,350.0,1759.0,10752.0,656.0,7690.0,2230.0,172.0,29.0,26.0,84.0,156.0,35.0,142.0,11.0,172.0,113.0,3220.0,756.0,10142.0,6206.0,5049.0,1416.0,736.0,5058.0,691.0,4786.0,1.0,240124.0,64392.0,173879.0,135276.0,7569.0,70052.0,127945.0,308945.0,364052.0,81437.0,1200285.0,3220.0,3573.0,12858.0,7153.0,6223.0,3676.0,11489.0,6251.0,8382.0,7195.0,7164.0,4522.0,8853.0,8521.0,8296.0,5734.0,8091.0,8107.0,7882.0,6577.0,2.0,0.0,562.0,575.0,838.0,823.0,501.0,0.0,537.0,0.0,178.0,3.0,35.0,4.0,22.0,8.0,22.0,10.0,12.0,7.0,13.0,100.0,10082.0,5119.0,9986.0,7396.0,8033.0,5902.0,10325.0,8979.0,10008.0,7346.0,1.0,2.0,1.0,0.0,8.0,8.0,1.0,14,16,30,30,150,113,16,14,57,58,4356,23582,473,467,26033,12027,626900,946771,33130,36890,38568,35179,2737,1277,59,77,30,23,41399,41777
553,4.0,17.0,9.0,3.0,7.0,9.0,5.0,8.0,8.0,9.0,0.0,1721.0,272.0,1372.0,616.0,1331.0,846.0,347.0,448.0,189.0,369.0,2.0,4.0,5.0,4.0,6.0,5.0,9.0,3.0,3.0,2.0,0.0,5.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,119.0,0.0,2.0,0.0,20.0,100.0,0.0,4.0,1.0,13.0,0.0,1.0,4.0,2.0,3.0,10.0,5.0,4.0,13.0,9.0,12.0,11.0,10.0,9.0,12.0,11.0,13.0,11.0,0.0,4190.0,296.0,6596.0,1656.0,4204.0,0.0,1950.0,8927.0,0.0,116.0,28.0,15.0,133.0,87.0,0.0,112.0,31.0,140.0,137.0,15378.0,767.0,7831.0,536.0,4707.0,665.0,8508.0,10008.0,41.0,6647.0,0.0,87357.0,78646.0,329377.0,360234.0,256530.0,27462.0,68035.0,287612.0,287598.0,45447.0,1200336.0,17449.0,5328.0,8725.0,7472.0,9541.0,4870.0,10235.0,12801.0,8969.0,8579.0,12711.0,5082.0,7548.0,7081.0,6376.0,4486.0,7572.0,9733.0,8079.0,8619.0,10.0,2070.0,370.0,597.0,339.0,3177.0,0.0,1726.0,843.0,0.0,1932.0,8.0,36.0,3.0,12.0,12.0,26.0,7.0,2.0,4.0,11.0,200.0,10195.0,6101.0,8671.0,8422.0,6402.0,5943.0,8610.0,8516.0,10007.0,7749.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,22,21,30,30,125,124,20,22,55,56,12752,15067,351,448,29117,25971,1060960,767338,48057,45912,38202,39085,6183,4871,61,60,32,47,39633,40983
554,3.0,8.0,3.0,3.0,1.0,6.0,0.0,2.0,5.0,3.0,0.0,493.0,497.0,1098.0,258.0,532.0,413.0,927.0,145.0,668.0,1639.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,135.0,8.0,0.0,0.0,91.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,2.0,0.0,6.0,3.0,4.0,13.0,10.0,12.0,12.0,11.0,9.0,13.0,11.0,12.0,12.0,10941.0,0.0,1615.0,9937.0,289.0,2630.0,237.0,711.0,11406.0,533.0,148.0,9.0,146.0,4.0,160.0,29.0,171.0,5.0,124.0,172.0,4462.0,9524.0,4780.0,188.0,5959.0,707.0,3883.0,9131.0,326.0,6382.0,1.0,357034.0,109606.0,101852.0,172106.0,76534.0,45273.0,117895.0,102062.0,250686.0,40215.0,1200359.0,15403.0,10198.0,7355.0,10954.0,6249.0,3785.0,4623.0,10458.0,12064.0,7097.0,8118.0,6652.0,7263.0,9083.0,7757.0,4648.0,7152.0,8085.0,7503.0,9119.0,4.0,0.0,674.0,959.0,828.0,0.0,448.0,502.0,616.0,330.0,182.0,28.0,37.0,15.0,8.0,14.0,35.0,5.0,8.0,12.0,7.0,100.0,10653.0,6312.0,9442.0,9783.0,8285.0,5455.0,10096.0,7404.0,9602.0,9526.0,1.0,0.0,0.0,1.0,9.0,0.0,2.0,15,13,30,30,157,91,13,15,57,58,25412,12887,487,481,16096,29246,752799,620464,43746,44440,36869,38511,2235,2304,100,69,16,18,43618,42940
555,3.0,10.0,3.0,6.0,6.0,12.0,8.0,4.0,6.0,7.0,0.0,36.0,67.0,506.0,81.0,459.0,470.0,158.0,1375.0,1163.0,315.0,4.0,6.0,4.0,7.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,95.0,0.0,16.0,6.0,7.0,100.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,14.0,5.0,6.0,7.0,4.0,12.0,10.0,11.0,12.0,12.0,10.0,13.0,12.0,13.0,11.0,4629.0,3875.0,1397.0,8354.0,2473.0,3241.0,1317.0,911.0,10190.0,2165.0,108.0,35.0,15.0,134.0,147.0,27.0,159.0,33.0,136.0,106.0,1240.0,1094.0,2917.0,432.0,14700.0,1719.0,10939.0,7549.0,619.0,6962.0,1.0,468584.0,36259.0,465859.0,375321.0,12682.0,63391.0,151829.0,170042.0,143339.0,20643.0,1200333.0,5869.0,5138.0,4339.0,9117.0,17273.0,5187.0,12969.0,9887.0,10810.0,9200.0,6361.0,5422.0,7031.0,8486.0,11849.0,5930.0,8957.0,9690.0,10368.0,7005.0,5.0,0.0,167.0,24.0,330.0,99.0,226.0,712.0,1425.0,0.0,72.0,13.0,30.0,4.0,11.0,9.0,36.0,14.0,7.0,12.0,10.0,100.0,9066.0,6850.0,7461.0,9138.0,9110.0,7176.0,10763.0,9062.0,10022.0,7767.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,23,26,30,30,125,107,26,23,57,59,20094,18458,431,469,21008,27163,1385837,522112,41785,48004,39657,41442,679,2376,73,73,30,35,41951,44464
